,,Latinx Population,White Population,Native American Population,Asian Population,Black Population,Number of Air BnB Listings
2012,14838,414.0,5508.0,6.0,0.0,56.0,0.0
2012,14839,48.0,2251.0,0.0,12.0,0.0,0.0
2012,14840,6.0,9213.0,54.0,8.0,141.0,0.0
2012,14841,22.0,2997.0,43.0,1.0,3.0,0.0
2012,14842,0.0,2868.0,0.0,0.0,0.0,0.0
2012,14843,454.0,37320.0,36.0,636.0,1050.0,0.0
2012,14845,870.0,58734.0,99.0,1520.0,720.0,0.0
2012,14846,40.0,2203.0,0.0,0.0,0.0,0.0
2012,14847,20.0,6676.0,67.0,154.0,171.0,0.0
2012,14850,7248.0,148498.0,1399.0,36939.0,11082.0,0.0
2012,14853,328.0,5755.0,32.0,1428.0,1127.0,0.0
2012,14854,0.0,0.0,0.0,0.0,0.0,0.0
2012,14855,0.0,2391.0,0.0,28.0,18.0,0.0
2012,14856,0.0,387.0,0.0,0.0,0.0,0.0
2012,14858,96.0,5478.0,75.0,0.0,14.0,0.0
2012,14859,0.0,2909.0,0.0,20.0,0.0,0.0
2012,14860,18.0,3549.0,16.0,0.0,60.0,0.0
2012,14861,0.0,3758.0,0.0,40.0,4.0,0.0
2012,14864,4.0,3561.0,65.0,188.0,13.0,0.0
2012,14865,150.0,7698.0,30.0,52.0,93.0,0.0
2012,14867,154.0,16393.0,0.0,208.0,147.0,0.0
2012,14869,34.0,4164.0,3.0,0.0,8.0,0.0
2012,14870,374.0,27534.0,51.0,2664.0,596.0,0.0
2012,14871,330.0,13892.0,37.0,104.0,1645.0,0.0
2012,14872,0.0,2270.0,18.0,0.0,47.0,0.0
2012,14873,124.0,7237.0,0.0,0.0,51.0,0.0
2012,14874,0.0,849.0,0.0,0.0,0.0,0.0
2012,14877,16.0,1356.0,24.0,12.0,0.0,0.0
2012,14878,22.0,2491.0,0.0,0.0,0.0,0.0
2012,14879,6.0,6133.0,0.0,88.0,224.0,0.0
2012,14880,20.0,4682.0,26.0,0.0,4.0,0.0
2012,14881,0.0,300.0,0.0,0.0,0.0,0.0
2012,14882,162.0,11176.0,35.0,240.0,315.0,0.0
2012,14883,268.0,12726.0,90.0,176.0,70.0,0.0
2012,14884,4.0,667.0,0.0,0.0,4.0,0.0
2012,14885,0.0,3232.0,0.0,0.0,61.0,0.0
2012,14886,216.0,19520.0,294.0,132.0,287.0,0.0
2012,14889,54.0,4439.0,16.0,8.0,59.0,0.0
2012,14891,112.0,13020.0,112.0,46.0,162.0,0.0
2012,14892,96.0,23279.0,0.0,162.0,452.0,0.0
2012,14893,0.0,18.0,0.0,0.0,0.0,0.0
2012,14894,2.0,4313.0,74.0,0.0,103.0,0.0
2012,14895,366.0,27875.0,279.0,192.0,351.0,0.0
2012,14897,8.0,2809.0,0.0,0.0,0.0,0.0
2012,14898,18.0,6278.0,68.0,0.0,20.0,0.0
2012,14901,1092.0,37964.0,568.0,655.0,10862.0,0.0
2012,14903,144.0,20059.0,89.0,372.0,340.0,0.0
2012,14904,998.0,43564.0,92.0,396.0,3540.0,0.0
2012,14905,668.0,26921.0,142.0,618.0,1782.0,0.0
2015,10001,0.0,0.0,0.0,0.0,0.0,350.0
2015,10002,0.0,0.0,0.0,0.0,0.0,337.0
2015,10003,0.0,0.0,0.0,0.0,0.0,607.0
2015,10005,0.0,0.0,0.0,0.0,0.0,456.0
2015,10009,0.0,0.0,0.0,0.0,0.0,592.0
2015,10010,0.0,0.0,0.0,0.0,0.0,535.0
2015,10011,0.0,0.0,0.0,0.0,0.0,514.0
2015,10012,0.0,0.0,0.0,0.0,0.0,403.0
2015,10013,0.0,0.0,0.0,0.0,0.0,983.0
2015,10014,0.0,0.0,0.0,0.0,0.0,137.0
2015,10016,0.0,0.0,0.0,0.0,0.0,436.0
2015,10017,0.0,0.0,0.0,0.0,0.0,415.0
2015,10018,0.0,0.0,0.0,0.0,0.0,1312.0
2015,10019,0.0,0.0,0.0,0.0,0.0,363.0
2015,10020,0.0,0.0,0.0,0.0,0.0,460.0
2015,10021,0.0,0.0,0.0,0.0,0.0,309.0
2015,10022,0.0,0.0,0.0,0.0,0.0,240.0
2015,10023,0.0,0.0,0.0,0.0,0.0,461.0
2015,10024,0.0,0.0,0.0,0.0,0.0,710.0
2015,10026,0.0,0.0,0.0,0.0,0.0,414.0
2015,10027,0.0,0.0,0.0,0.0,0.0,334.0
2015,10028,0.0,0.0,0.0,0.0,0.0,472.0
2015,10029,0.0,0.0,0.0,0.0,0.0,290.0
2015,10030,0.0,0.0,0.0,0.0,0.0,370.0
2015,10031,0.0,0.0,0.0,0.0,0.0,350.0
2015,10032,0.0,0.0,0.0,0.0,0.0,212.0
2015,10033,0.0,0.0,0.0,0.0,0.0,161.0
2015,10034,0.0,0.0,0.0,0.0,0.0,131.0
2015,10035,0.0,0.0,0.0,0.0,0.0,111.0
2015,10037,0.0,0.0,0.0,0.0,0.0,273.0
2015,10039,0.0,0.0,0.0,0.0,0.0,193.0
2015,10040,0.0,0.0,0.0,0.0,0.0,112.0
2015,10044,0.0,0.0,0.0,0.0,0.0,79.0
2015,10065,0.0,0.0,0.0,0.0,0.0,220.0
2015,10069,0.0,0.0,0.0,0.0,0.0,37.0
2015,10075,0.0,0.0,0.0,0.0,0.0,236.0
2015,10115,0.0,0.0,0.0,0.0,0.0,177.0
2015,10280,0.0,0.0,0.0,0.0,0.0,56.0
2015,10282,0.0,0.0,0.0,0.0,0.0,17.0
2015,10301,0.0,0.0,0.0,0.0,0.0,124.0
2015,10302,0.0,0.0,0.0,0.0,0.0,18.0
2015,10303,0.0,0.0,0.0,0.0,0.0,11.0
2015,10304,0.0,0.0,0.0,0.0,0.0,29.0
2015,10305,0.0,0.0,0.0,0.0,0.0,42.0
2015,10306,0.0,0.0,0.0,0.0,0.0,34.0
2015,10307,0.0,0.0,0.0,0.0,0.0,1.0
2015,10308,0.0,0.0,0.0,0.0,0.0,13.0
2015,10309,0.0,0.0,0.0,0.0,0.0,5.0
2015,10310,0.0,0.0,0.0,0.0,0.0,34.0
2015,10312,0.0,0.0,0.0,0.0,0.0,8.0
2015,10314,0.0,0.0,0.0,0.0,0.0,8.0
2015,10451,0.0,0.0,0.0,0.0,0.0,29.0
2015,10452,0.0,0.0,0.0,0.0,0.0,42.0
2015,10453,0.0,0.0,0.0,0.0,0.0,61.0
2015,10454,0.0,0.0,0.0,0.0,0.0,69.0
2015,10455,0.0,0.0,0.0,0.0,0.0,38.0
2015,10456,0.0,0.0,0.0,0.0,0.0,64.0
2015,10457,0.0,0.0,0.0,0.0,0.0,51.0
2015,10458,0.0,0.0,0.0,0.0,0.0,41.0
2015,10459,0.0,0.0,0.0,0.0,0.0,40.0
2015,10460,0.0,0.0,0.0,0.0,0.0,29.0
2015,10461,0.0,0.0,0.0,0.0,0.0,49.0
2015,10462,0.0,0.0,0.0,0.0,0.0,42.0
2015,10463,0.0,0.0,0.0,0.0,0.0,48.0
2015,10464,0.0,0.0,0.0,0.0,0.0,10.0
2015,10465,0.0,0.0,0.0,0.0,0.0,31.0
2015,10466,0.0,0.0,0.0,0.0,0.0,92.0
2015,10467,0.0,0.0,0.0,0.0,0.0,70.0
2015,10468,0.0,0.0,0.0,0.0,0.0,50.0
2015,10469,0.0,0.0,0.0,0.0,0.0,85.0
2015,10470,0.0,0.0,0.0,0.0,0.0,33.0
2015,10471,0.0,0.0,0.0,0.0,0.0,13.0
2015,10472,0.0,0.0,0.0,0.0,0.0,15.0
2015,10473,0.0,0.0,0.0,0.0,0.0,44.0
2015,10474,0.0,0.0,0.0,0.0,0.0,26.0
2015,10475,0.0,0.0,0.0,0.0,0.0,13.0
2015,10550,0.0,0.0,0.0,0.0,0.0,23.0
2015,10704,0.0,0.0,0.0,0.0,0.0,2.0
2015,10705,0.0,0.0,0.0,0.0,0.0,12.0
2015,11001,0.0,0.0,0.0,0.0,0.0,1.0
2015,11004,0.0,0.0,0.0,0.0,0.0,2.0
2015,11005,0.0,0.0,0.0,0.0,0.0,2.0
2015,11101,0.0,0.0,0.0,0.0,0.0,132.0
2015,11102,0.0,0.0,0.0,0.0,0.0,247.0
2015,11103,0.0,0.0,0.0,0.0,0.0,297.0
2015,11104,0.0,0.0,0.0,0.0,0.0,220.0
2015,11105,0.0,0.0,0.0,0.0,0.0,210.0
2015,11106,0.0,0.0,0.0,0.0,0.0,316.0
2015,11109,0.0,0.0,0.0,0.0,0.0,115.0
2015,11201,0.0,0.0,0.0,0.0,0.0,343.0
2015,11203,0.0,0.0,0.0,0.0,0.0,203.0
2015,11204,0.0,0.0,0.0,0.0,0.0,29.0
2015,11205,0.0,0.0,0.0,0.0,0.0,473.0
2015,11206,0.0,0.0,0.0,0.0,0.0,724.0
2015,11207,0.0,0.0,0.0,0.0,0.0,200.0
2015,11208,0.0,0.0,0.0,0.0,0.0,137.0
2015,11209,0.0,0.0,0.0,0.0,0.0,79.0
2015,11210,0.0,0.0,0.0,0.0,0.0,160.0
2015,11211,0.0,0.0,0.0,0.0,0.0,1858.0
2015,11212,0.0,0.0,0.0,0.0,0.0,147.0
2015,11213,0.0,0.0,0.0,0.0,0.0,466.0
2015,11214,0.0,0.0,0.0,0.0,0.0,58.0
2015,11215,0.0,0.0,0.0,0.0,0.0,437.0
2015,11216,0.0,0.0,0.0,0.0,0.0,949.0
2015,11217,0.0,0.0,0.0,0.0,0.0,399.0
2015,11218,0.0,0.0,0.0,0.0,0.0,177.0
2015,11219,0.0,0.0,0.0,0.0,0.0,57.0
2015,11220,0.0,0.0,0.0,0.0,0.0,160.0
2015,11221,0.0,0.0,0.0,0.0,0.0,1007.0
2015,11222,0.0,0.0,0.0,0.0,0.0,648.0
2015,11223,0.0,0.0,0.0,0.0,0.0,80.0
2015,11224,0.0,0.0,0.0,0.0,0.0,29.0
2015,11225,0.0,0.0,0.0,0.0,0.0,448.0
2015,11226,0.0,0.0,0.0,0.0,0.0,418.0
2015,11228,0.0,0.0,0.0,0.0,0.0,27.0
2015,11229,0.0,0.0,0.0,0.0,0.0,55.0
2015,11230,0.0,0.0,0.0,0.0,0.0,63.0
2015,11231,0.0,0.0,0.0,0.0,0.0,138.0
2015,11232,0.0,0.0,0.0,0.0,0.0,44.0
2015,11233,0.0,0.0,0.0,0.0,0.0,943.0
2015,11234,0.0,0.0,0.0,0.0,0.0,43.0
2015,11235,0.0,0.0,0.0,0.0,0.0,118.0
2015,11236,0.0,0.0,0.0,0.0,0.0,173.0
2015,11237,0.0,0.0,0.0,0.0,0.0,1016.0
2015,11238,0.0,0.0,0.0,0.0,0.0,622.0
2015,11239,0.0,0.0,0.0,0.0,0.0,25.0
2015,11351,0.0,0.0,0.0,0.0,0.0,8.0
2015,11354,0.0,0.0,0.0,0.0,0.0,44.0
2015,11355,0.0,0.0,0.0,0.0,0.0,216.0
2015,11356,0.0,0.0,0.0,0.0,0.0,24.0
2015,11357,0.0,0.0,0.0,0.0,0.0,7.0
2015,11358,0.0,0.0,0.0,0.0,0.0,73.0
2015,11359,0.0,0.0,0.0,0.0,0.0,2.0
2015,11360,0.0,0.0,0.0,0.0,0.0,10.0
2015,11361,0.0,0.0,0.0,0.0,0.0,55.0
2015,11362,0.0,0.0,0.0,0.0,0.0,6.0
2015,11363,0.0,0.0,0.0,0.0,0.0,3.0
2015,11364,0.0,0.0,0.0,0.0,0.0,5.0
2015,11365,0.0,0.0,0.0,0.0,0.0,34.0
2015,11366,0.0,0.0,0.0,0.0,0.0,29.0
2015,11367,0.0,0.0,0.0,0.0,0.0,30.0
2015,11368,0.0,0.0,0.0,0.0,0.0,109.0
2015,11369,0.0,0.0,0.0,0.0,0.0,94.0
2015,11370,0.0,0.0,0.0,0.0,0.0,26.0
2015,11371,0.0,0.0,0.0,0.0,0.0,97.0
2015,11372,0.0,0.0,0.0,0.0,0.0,240.0
2015,11373,0.0,0.0,0.0,0.0,0.0,196.0
2015,11374,0.0,0.0,0.0,0.0,0.0,128.0
2015,11375,0.0,0.0,0.0,0.0,0.0,34.0
2015,11377,0.0,0.0,0.0,0.0,0.0,418.0
2015,11378,0.0,0.0,0.0,0.0,0.0,50.0
2015,11379,0.0,0.0,0.0,0.0,0.0,33.0
2015,11385,0.0,0.0,0.0,0.0,0.0,219.0
2015,11411,0.0,0.0,0.0,0.0,0.0,38.0
2015,11412,0.0,0.0,0.0,0.0,0.0,87.0
2015,11413,0.0,0.0,0.0,0.0,0.0,119.0
2015,11414,0.0,0.0,0.0,0.0,0.0,21.0
2015,11415,0.0,0.0,0.0,0.0,0.0,77.0
2015,11416,0.0,0.0,0.0,0.0,0.0,30.0
2015,11417,0.0,0.0,0.0,0.0,0.0,43.0
2015,11418,0.0,0.0,0.0,0.0,0.0,28.0
2015,11419,0.0,0.0,0.0,0.0,0.0,48.0
2015,11420,0.0,0.0,0.0,0.0,0.0,37.0
2015,11421,0.0,0.0,0.0,0.0,0.0,91.0
2015,11422,0.0,0.0,0.0,0.0,0.0,48.0
2015,11423,0.0,0.0,0.0,0.0,0.0,57.0
2015,11426,0.0,0.0,0.0,0.0,0.0,4.0
2015,11427,0.0,0.0,0.0,0.0,0.0,8.0
2015,11428,0.0,0.0,0.0,0.0,0.0,17.0
2015,11429,0.0,0.0,0.0,0.0,0.0,51.0
2015,11430,0.0,0.0,0.0,0.0,0.0,2.0
2015,11432,0.0,0.0,0.0,0.0,0.0,53.0
2015,11433,0.0,0.0,0.0,0.0,0.0,47.0
2015,11434,0.0,0.0,0.0,0.0,0.0,138.0
2015,11435,0.0,0.0,0.0,0.0,0.0,66.0
2015,11436,0.0,0.0,0.0,0.0,0.0,76.0
2015,11691,0.0,0.0,0.0,0.0,0.0,61.0
2015,11692,0.0,0.0,0.0,0.0,0.0,78.0
2015,11693,0.0,0.0,0.0,0.0,0.0,103.0
2015,11694,0.0,0.0,0.0,0.0,0.0,19.0
2016,10001,0.0,0.0,0.0,0.0,0.0,666.0
2016,10002,0.0,0.0,0.0,0.0,0.0,547.0
2016,10003,0.0,0.0,0.0,0.0,0.0,635.0
2016,10005,0.0,0.0,0.0,0.0,0.0,444.0
2016,10009,0.0,0.0,0.0,0.0,0.0,683.0
2016,10010,0.0,0.0,0.0,0.0,0.0,549.0
2016,10011,0.0,0.0,0.0,0.0,0.0,1100.0
2016,10012,0.0,0.0,0.0,0.0,0.0,370.0
2016,10013,0.0,0.0,0.0,0.0,0.0,1090.0
2016,10014,0.0,0.0,0.0,0.0,0.0,127.0
2016,10016,0.0,0.0,0.0,0.0,0.0,431.0
2016,10017,0.0,0.0,0.0,0.0,0.0,357.0
2016,10018,0.0,0.0,0.0,0.0,0.0,1262.0
2016,10019,0.0,0.0,0.0,0.0,0.0,364.0
2016,10020,0.0,0.0,0.0,0.0,0.0,458.0
2016,10021,0.0,0.0,0.0,0.0,0.0,266.0
2016,10022,0.0,0.0,0.0,0.0,0.0,248.0
2016,10023,0.0,0.0,0.0,0.0,0.0,416.0
2016,10024,0.0,0.0,0.0,0.0,0.0,703.0
2016,10026,0.0,0.0,0.0,0.0,0.0,404.0
2016,10027,0.0,0.0,0.0,0.0,0.0,343.0
2016,10028,0.0,0.0,0.0,0.0,0.0,477.0
2016,10029,0.0,0.0,0.0,0.0,0.0,281.0
2016,10030,0.0,0.0,0.0,0.0,0.0,375.0
2016,10031,0.0,0.0,0.0,0.0,0.0,357.0
2016,10032,0.0,0.0,0.0,0.0,0.0,222.0
2016,10033,0.0,0.0,0.0,0.0,0.0,171.0
2016,10034,0.0,0.0,0.0,0.0,0.0,114.0
2016,10035,0.0,0.0,0.0,0.0,0.0,93.0
2016,10037,0.0,0.0,0.0,0.0,0.0,245.0
2016,10039,0.0,0.0,0.0,0.0,0.0,190.0
2016,10040,0.0,0.0,0.0,0.0,0.0,116.0
2016,10044,0.0,0.0,0.0,0.0,0.0,73.0
2016,10065,0.0,0.0,0.0,0.0,0.0,263.0
2016,10069,0.0,0.0,0.0,0.0,0.0,36.0
2016,10075,0.0,0.0,0.0,0.0,0.0,239.0
2016,10115,0.0,0.0,0.0,0.0,0.0,186.0
2016,10280,0.0,0.0,0.0,0.0,0.0,64.0
2016,10282,0.0,0.0,0.0,0.0,0.0,19.0
2016,10301,0.0,0.0,0.0,0.0,0.0,118.0
2016,10302,0.0,0.0,0.0,0.0,0.0,18.0
2016,10303,0.0,0.0,0.0,0.0,0.0,7.0
2016,10304,0.0,0.0,0.0,0.0,0.0,32.0
2016,10305,0.0,0.0,0.0,0.0,0.0,48.0
2016,10306,0.0,0.0,0.0,0.0,0.0,29.0
2016,10307,0.0,0.0,0.0,0.0,0.0,1.0
2016,10308,0.0,0.0,0.0,0.0,0.0,13.0
2016,10309,0.0,0.0,0.0,0.0,0.0,4.0
2016,10310,0.0,0.0,0.0,0.0,0.0,38.0
2016,10312,0.0,0.0,0.0,0.0,0.0,10.0
2016,10314,0.0,0.0,0.0,0.0,0.0,6.0
2016,10451,0.0,0.0,0.0,0.0,0.0,39.0
2016,10452,0.0,0.0,0.0,0.0,0.0,40.0
2016,10453,0.0,0.0,0.0,0.0,0.0,53.0
2016,10454,0.0,0.0,0.0,0.0,0.0,74.0
2016,10455,0.0,0.0,0.0,0.0,0.0,39.0
2016,10456,0.0,0.0,0.0,0.0,0.0,63.0
2016,10457,0.0,0.0,0.0,0.0,0.0,44.0
2016,10458,0.0,0.0,0.0,0.0,0.0,47.0
2016,10459,0.0,0.0,0.0,0.0,0.0,30.0
2016,10460,0.0,0.0,0.0,0.0,0.0,25.0
2016,10461,0.0,0.0,0.0,0.0,0.0,39.0
2016,10462,0.0,0.0,0.0,0.0,0.0,42.0
2016,10463,0.0,0.0,0.0,0.0,0.0,48.0
2016,10464,0.0,0.0,0.0,0.0,0.0,10.0
2016,10465,0.0,0.0,0.0,0.0,0.0,28.0
2016,10466,0.0,0.0,0.0,0.0,0.0,72.0
2016,10467,0.0,0.0,0.0,0.0,0.0,57.0
2016,10468,0.0,0.0,0.0,0.0,0.0,42.0
2016,10469,0.0,0.0,0.0,0.0,0.0,68.0
2016,10470,0.0,0.0,0.0,0.0,0.0,31.0
2016,10471,0.0,0.0,0.0,0.0,0.0,10.0
2016,10472,0.0,0.0,0.0,0.0,0.0,14.0
2016,10473,0.0,0.0,0.0,0.0,0.0,42.0
2016,10474,0.0,0.0,0.0,0.0,0.0,27.0
2016,10475,0.0,0.0,0.0,0.0,0.0,16.0
2016,10550,0.0,0.0,0.0,0.0,0.0,14.0
2016,10705,0.0,0.0,0.0,0.0,0.0,3.0
2016,11001,0.0,0.0,0.0,0.0,0.0,2.0
2016,11004,0.0,0.0,0.0,0.0,0.0,1.0
2016,11005,0.0,0.0,0.0,0.0,0.0,1.0
2016,11101,0.0,0.0,0.0,0.0,0.0,131.0
2016,11102,0.0,0.0,0.0,0.0,0.0,218.0
2016,11103,0.0,0.0,0.0,0.0,0.0,306.0
2016,11104,0.0,0.0,0.0,0.0,0.0,206.0
2016,11105,0.0,0.0,0.0,0.0,0.0,197.0
2016,11106,0.0,0.0,0.0,0.0,0.0,292.0
2016,11109,0.0,0.0,0.0,0.0,0.0,101.0
2016,11201,0.0,0.0,0.0,0.0,0.0,733.0
2016,11203,0.0,0.0,0.0,0.0,0.0,192.0
2016,11204,0.0,0.0,0.0,0.0,0.0,52.0
2016,11205,0.0,0.0,0.0,0.0,0.0,899.0
2016,11206,0.0,0.0,0.0,0.0,0.0,1187.0
2016,11207,0.0,0.0,0.0,0.0,0.0,181.0
2016,11208,0.0,0.0,0.0,0.0,0.0,119.0
2016,11209,0.0,0.0,0.0,0.0,0.0,70.0
2016,11210,0.0,0.0,0.0,0.0,0.0,140.0
2016,11211,0.0,0.0,0.0,0.0,0.0,1855.0
2016,11212,0.0,0.0,0.0,0.0,0.0,136.0
2016,11213,0.0,0.0,0.0,0.0,0.0,732.0
2016,11214,0.0,0.0,0.0,0.0,0.0,67.0
2016,11215,0.0,0.0,0.0,0.0,0.0,391.0
2016,11216,0.0,0.0,0.0,0.0,0.0,1639.0
2016,11217,0.0,0.0,0.0,0.0,0.0,402.0
2016,11218,0.0,0.0,0.0,0.0,0.0,161.0
2016,11219,0.0,0.0,0.0,0.0,0.0,139.0
2016,11220,0.0,0.0,0.0,0.0,0.0,164.0
2016,11221,0.0,0.0,0.0,0.0,0.0,1539.0
2016,11222,0.0,0.0,0.0,0.0,0.0,610.0
2016,11223,0.0,0.0,0.0,0.0,0.0,99.0
2016,11224,0.0,0.0,0.0,0.0,0.0,42.0
2016,11225,0.0,0.0,0.0,0.0,0.0,797.0
2016,11226,0.0,0.0,0.0,0.0,0.0,470.0
2016,11228,0.0,0.0,0.0,0.0,0.0,36.0
2016,11229,0.0,0.0,0.0,0.0,0.0,50.0
2016,11230,0.0,0.0,0.0,0.0,0.0,67.0
2016,11231,0.0,0.0,0.0,0.0,0.0,224.0
2016,11232,0.0,0.0,0.0,0.0,0.0,45.0
2016,11233,0.0,0.0,0.0,0.0,0.0,1312.0
2016,11234,0.0,0.0,0.0,0.0,0.0,36.0
2016,11235,0.0,0.0,0.0,0.0,0.0,163.0
2016,11236,0.0,0.0,0.0,0.0,0.0,194.0
2016,11237,0.0,0.0,0.0,0.0,0.0,1950.0
2016,11238,0.0,0.0,0.0,0.0,0.0,1206.0
2016,11239,0.0,0.0,0.0,0.0,0.0,25.0
2016,11351,0.0,0.0,0.0,0.0,0.0,11.0
2016,11354,0.0,0.0,0.0,0.0,0.0,52.0
2016,11355,0.0,0.0,0.0,0.0,0.0,185.0
2016,11356,0.0,0.0,0.0,0.0,0.0,30.0
2016,11357,0.0,0.0,0.0,0.0,0.0,5.0
2016,11358,0.0,0.0,0.0,0.0,0.0,56.0
2016,11360,0.0,0.0,0.0,0.0,0.0,8.0
2016,11361,0.0,0.0,0.0,0.0,0.0,25.0
2016,11362,0.0,0.0,0.0,0.0,0.0,2.0
2016,11363,0.0,0.0,0.0,0.0,0.0,6.0
2016,11364,0.0,0.0,0.0,0.0,0.0,2.0
2016,11365,0.0,0.0,0.0,0.0,0.0,33.0
2016,11366,0.0,0.0,0.0,0.0,0.0,28.0
2016,11367,0.0,0.0,0.0,0.0,0.0,30.0
2016,11368,0.0,0.0,0.0,0.0,0.0,92.0
2016,11369,0.0,0.0,0.0,0.0,0.0,81.0
2016,11370,0.0,0.0,0.0,0.0,0.0,18.0
2016,11371,0.0,0.0,0.0,0.0,0.0,98.0
2016,11372,0.0,0.0,0.0,0.0,0.0,229.0
2016,11373,0.0,0.0,0.0,0.0,0.0,182.0
2016,11374,0.0,0.0,0.0,0.0,0.0,118.0
2016,11375,0.0,0.0,0.0,0.0,0.0,34.0
2016,11377,0.0,0.0,0.0,0.0,0.0,393.0
2016,11378,0.0,0.0,0.0,0.0,0.0,51.0
2016,11379,0.0,0.0,0.0,0.0,0.0,29.0
2016,11385,0.0,0.0,0.0,0.0,0.0,178.0
2016,11411,0.0,0.0,0.0,0.0,0.0,30.0
2016,11412,0.0,0.0,0.0,0.0,0.0,67.0
2016,11413,0.0,0.0,0.0,0.0,0.0,105.0
2016,11414,0.0,0.0,0.0,0.0,0.0,22.0
2016,11415,0.0,0.0,0.0,0.0,0.0,61.0
2016,11416,0.0,0.0,0.0,0.0,0.0,29.0
2016,11417,0.0,0.0,0.0,0.0,0.0,36.0
2016,11418,0.0,0.0,0.0,0.0,0.0,23.0
2016,11419,0.0,0.0,0.0,0.0,0.0,40.0
2016,11420,0.0,0.0,0.0,0.0,0.0,21.0
2016,11421,0.0,0.0,0.0,0.0,0.0,91.0
2016,11422,0.0,0.0,0.0,0.0,0.0,41.0
2016,11423,0.0,0.0,0.0,0.0,0.0,55.0
2016,11426,0.0,0.0,0.0,0.0,0.0,3.0
2016,11427,0.0,0.0,0.0,0.0,0.0,11.0
2016,11428,0.0,0.0,0.0,0.0,0.0,15.0
2016,11429,0.0,0.0,0.0,0.0,0.0,41.0
2016,11430,0.0,0.0,0.0,0.0,0.0,2.0
2016,11432,0.0,0.0,0.0,0.0,0.0,50.0
2016,11433,0.0,0.0,0.0,0.0,0.0,41.0
2016,11434,0.0,0.0,0.0,0.0,0.0,126.0
2016,11435,0.0,0.0,0.0,0.0,0.0,70.0
2016,11436,0.0,0.0,0.0,0.0,0.0,60.0
2016,11691,0.0,0.0,0.0,0.0,0.0,55.0
2016,11692,0.0,0.0,0.0,0.0,0.0,76.0
2016,11693,0.0,0.0,0.0,0.0,0.0,68.0
2016,11694,0.0,0.0,0.0,0.0,0.0,13.0
2016,11697,0.0,0.0,0.0,0.0,0.0,1.0
2017,10001,0.0,0.0,0.0,0.0,0.0,418.0
2017,10002,0.0,0.0,0.0,0.0,0.0,684.0
2017,10003,0.0,0.0,0.0,0.0,0.0,2184.0
2017,10005,0.0,0.0,0.0,0.0,0.0,725.0
2017,10009,0.0,0.0,0.0,0.0,0.0,2593.0
2017,10010,0.0,0.0,0.0,0.0,0.0,942.0
2017,10011,0.0,0.0,0.0,0.0,0.0,1008.0
2017,10012,0.0,0.0,0.0,0.0,0.0,1131.0
2017,10013,0.0,0.0,0.0,0.0,0.0,1050.0
2017,10014,0.0,0.0,0.0,0.0,0.0,256.0
2017,10016,0.0,0.0,0.0,0.0,0.0,271.0
2017,10017,0.0,0.0,0.0,0.0,0.0,222.0
2017,10018,0.0,0.0,0.0,0.0,0.0,1064.0
2017,10019,0.0,0.0,0.0,0.0,0.0,462.0
2017,10020,0.0,0.0,0.0,0.0,0.0,219.0
2017,10021,0.0,0.0,0.0,0.0,0.0,344.0
2017,10022,0.0,0.0,0.0,0.0,0.0,235.0
2017,10023,0.0,0.0,0.0,0.0,0.0,778.0
2017,10024,0.0,0.0,0.0,0.0,0.0,786.0
2017,10026,0.0,0.0,0.0,0.0,0.0,990.0
2017,10027,0.0,0.0,0.0,0.0,0.0,738.0
2017,10028,0.0,0.0,0.0,0.0,0.0,745.0
2017,10029,0.0,0.0,0.0,0.0,0.0,825.0
2017,10030,0.0,0.0,0.0,0.0,0.0,765.0
2017,10031,0.0,0.0,0.0,0.0,0.0,804.0
2017,10032,0.0,0.0,0.0,0.0,0.0,266.0
2017,10033,0.0,0.0,0.0,0.0,0.0,250.0
2017,10034,0.0,0.0,0.0,0.0,0.0,93.0
2017,10035,0.0,0.0,0.0,0.0,0.0,330.0
2017,10037,0.0,0.0,0.0,0.0,0.0,558.0
2017,10039,0.0,0.0,0.0,0.0,0.0,399.0
2017,10040,0.0,0.0,0.0,0.0,0.0,177.0
2017,10044,0.0,0.0,0.0,0.0,0.0,67.0
2017,10065,0.0,0.0,0.0,0.0,0.0,219.0
2017,10069,0.0,0.0,0.0,0.0,0.0,66.0
2017,10075,0.0,0.0,0.0,0.0,0.0,342.0
2017,10115,0.0,0.0,0.0,0.0,0.0,354.0
2017,10280,0.0,0.0,0.0,0.0,0.0,212.0
2017,10282,0.0,0.0,0.0,0.0,0.0,41.0
2017,10301,0.0,0.0,0.0,0.0,0.0,84.0
2017,10302,0.0,0.0,0.0,0.0,0.0,15.0
2017,10303,0.0,0.0,0.0,0.0,0.0,9.0
2017,10304,0.0,0.0,0.0,0.0,0.0,28.0
2017,10305,0.0,0.0,0.0,0.0,0.0,48.0
2017,10306,0.0,0.0,0.0,0.0,0.0,17.0
2017,10307,0.0,0.0,0.0,0.0,0.0,1.0
2017,10308,0.0,0.0,0.0,0.0,0.0,11.0
2017,10310,0.0,0.0,0.0,0.0,0.0,8.0
2017,10312,0.0,0.0,0.0,0.0,0.0,11.0
2017,10314,0.0,0.0,0.0,0.0,0.0,3.0
2017,10451,0.0,0.0,0.0,0.0,0.0,56.0
2017,10452,0.0,0.0,0.0,0.0,0.0,22.0
2017,10453,0.0,0.0,0.0,0.0,0.0,26.0
2017,10454,0.0,0.0,0.0,0.0,0.0,40.0
