Address,County,Zip,price,Listing Url,Borough
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3200.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3204.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3226.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3376.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3329.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3399.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3363.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3473.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3371.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3491.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3429.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3689.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3480.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3550.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3517.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3607.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3578.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3868.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3593.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3606.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3636.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,4520.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,5975.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,4035.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
