year,borough,zipcode,households_s1901_total_population,households_s1902_total_population,households_median_income,households_s1901_mean_income,households_s1902_mean_income,families_total_population,families_median_income,families_mean_income,married_couple_families_total_population,married_couple_families_median_income,married_couple_families_mean_income,nonfamily_households_total_population,nonfamily_households_median_income,nonfamily_households_mean_income,resident_total_population,resident_mean_income,white_total_population,white_mean_income,african_american_total_population,african_american_mean_income,amer_indian/alaska_native_total_population,amer_indian/alaska_native_mean_income,asian_total_population,asian_mean_income,hawaiian/_pacific_islander_total_population,hawaiian/_pacific_islander_mean_income,other_race_total_population,other_race_mean_income,two_or_more_races_total_population,two_or_more_races_mean_income,latino_total_population,latino_mean_income,white_alone(not_latino)_total_population,white_alone(not_latino)_mean_income
2012,Queens,11379,13579.0,13579.0,67516,80458,80458,9386.0,84139,92642,7138.0,87312,,4193.0,34034,49348,35680.0,31720,86.5%,32395,1.4%,31074,0.1%,,7.3%,30822,0.0%,,3.6%,19930,1.2%,23251,17.9%,22470,73.1%,34159
2012,Queens,11385,34525.0,34525.0,51258,63650,63650,24370.0,57926,69069,15453.0,68254,77565,10155.0,29839,44472,99508.0,22904,81.7%,23896,2.1%,25603,0.3%,33414,6.4%,18971,0.0%,,7.3%,16196,2.2%,16042,46.6%,18188,44.7%,28315
2012,Queens,11411,6189.0,6189.0,81390,93648,93648,4877.0,91085,102496,2823.0,108977,,1312.0,46250,53580,19357.0,31339,3.7%,27533,91.8%,31687,0.6%,57870,1.9%,20767,0.0%,,0.7%,22542,1.3%,24641,5.5%,26298,1.6%,28129
2012,Queens,11412,11036.0,11036.0,71292,81413,81413,8631.0,78672,89049,4158.0,93795,,2405.0,32932,44221,36660.0,25941,2.2%,19665,89.9%,26378,0.4%,5873,2.1%,21563,0.3%,,3.0%,25899,2.1%,23375,5.3%,23040,1.2%,22462
2012,Queens,11413,11984.0,11984.0,77739,88047,88047,9629.0,85280,93866,5049.0,101994,,2355.0,49981,53430,39291.0,28294,3.4%,23602,92.6%,28492,0.1%,14082,0.6%,28850,0.1%,192180,0.9%,20505,2.3%,24398,4.6%,21037,1.3%,29127
2012,Queens,11414,11261.0,11261.0,65295,83127,83127,7739.0,78679,97017,5833.0,83472,,3522.0,38750,49090,28769.0,33500,86.1%,34424,3.3%,21558,0.2%,14121,2.0%,44333,0.0%,,4.7%,29372,3.8%,23060,20.9%,22573,73.5%,36443
2012,Queens,11415,8433.0,8433.0,60287,77030,77030,4750.0,67366,84982,3467.0,86319,,3683.0,51777,62720,19464.0,34053,61.1%,35768,8.6%,40056,0.1%,,15.2%,34063,0.1%,,12.6%,23915,2.2%,23283,28.1%,22361,46.1%,40025
2012,Queens,11416,6920.0,6920.0,55225,68759,68759,5685.0,56626,72002,3647.0,65694,,1235.0,30273,44702,24977.0,20015,27.3%,25212,7.4%,22448,0.1%,,35.9%,18316,0.1%,,23.6%,16650,5.7%,16145,41.2%,18500,13.6%,27968
2012,Queens,11417,9180.0,9180.0,61284,74193,74193,7113.0,66410,79949,4757.0,78298,,2067.0,33631,43600,30325.0,23395,40.3%,26780,7.7%,31277,0.4%,22219,27.1%,17960,0.0%,,18.7%,21135,5.8%,22149,37.9%,22572,24.3%,28704
2012,Queens,11418,11020.0,11020.0,58965,70373,70373,8229.0,63236,74701,5685.0,69280,,2791.0,50942,51233,36821.0,22214,39.9%,25220,9.0%,26538,0.9%,13116,21.9%,18395,0.0%,,23.3%,20722,5.0%,15764,44.6%,20118,17.9%,33011
2012,Queens,11419,12405.0,12405.0,53815,68259,68259,10618.0,57048,70046,6925.0,61293,74682,1787.0,32054,39710,48119.0,18815,12.7%,23642,17.3%,17662,1.0%,7571,31.8%,17743,0.1%,,29.6%,19671,7.6%,16139,17.7%,19904,4.2%,27953
2012,Queens,11420,13508.0,13508.0,60603,77513,77513,11332.0,63787,81904,7728.0,70915,90284,2176.0,27444,41044,48226.0,22890,17.7%,22447,27.7%,23682,1.1%,17804,19.7%,26028,0.2%,23144,28.1%,21153,5.5%,18946,24.8%,21235,7.2%,26475
2012,Queens,11421,12135.0,12135.0,57091,72740,72740,9590.0,61680,77563,6346.0,72623,,2545.0,35557,44900,41872.0,22023,37.9%,25554,7.3%,18726,0.4%,22517,18.4%,22904,0.1%,,30.9%,18323,5.0%,19446,55.7%,19073,17.1%,32941
2012,Queens,11422,9738.0,9738.0,85151,92591,92591,7744.0,89489,97737,4144.0,112440,,1994.0,43442,54055,33116.0,28272,6.8%,30532,86.9%,28018,0.1%,,3.5%,22949,0.0%,,1.0%,42769,1.7%,36141,5.7%,30416,3.9%,35627
2012,Queens,11423,9792.0,9792.0,61948,81289,81289,7570.0,74365,90938,4559.0,86089,,2222.0,28861,43486,31425.0,26511,17.3%,36998,40.6%,25920,0.9%,16829,21.6%,25211,0.3%,18694,12.9%,19938,6.5%,21405,18.1%,23406,10.0%,44967
2012,Queens,11424,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
2012,Queens,11426,5936.0,5936.0,78415,93951,93951,4592.0,91108,105079,3724.0,97179,,1344.0,51212,51559,18847.0,30543,47.2%,37528,3.0%,35896,0.8%,,38.9%,23343,0.0%,,6.5%,24438,3.7%,21217,15.6%,25354,39.3%,39469
2012,Queens,11427,7920.0,7920.0,70438,87240,87240,5920.0,82137,95139,4529.0,88493,,2000.0,42175,50805,24601.0,29416,30.2%,36856,24.6%,25142,0.3%,,34.4%,28322,0.0%,,7.7%,21581,2.8%,22466,15.7%,26055,21.1%,39587
2012,Queens,11428,5817.0,5817.0,69758,81801,81801,4895.0,78244,86043,3377.0,85339,,922.0,37704,44574,19784.0,25195,24.0%,26873,23.2%,25763,0.3%,38100,30.4%,25599,0.4%,,13.6%,23213,8.1%,20352,28.2%,22286,9.2%,34763
2012,Queens,11429,7568.0,7568.0,70478,82415,82415,6396.0,73810,86082,3557.0,87442,,1172.0,32201,47369,28571.0,23132,6.7%,18144,81.7%,23722,0.1%,,3.5%,22911,0.0%,,2.3%,23940,5.7%,20158,11.5%,19732,2.6%,18778
2012,Queens,11430,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,101.0,8896,14.9%,9047,60.4%,9944,0.0%,,0.0%,,0.0%,,19.8%,7805,5.0%,,34.7%,6766,9.9%,
2012,Queens,11432,18706.0,18706.0,50130,69603,69603,12991.0,55867,78490,8943.0,61920,87278,5715.0,33942,44633,58705.0,23458,20.3%,33646,17.0%,28509,0.7%,20794,37.9%,20012,0.0%,,18.7%,16022,5.4%,19614,25.7%,17036,13.8%,39841
2012,Queens,11433,9772.0,9772.0,43419,57725,57725,6940.0,47024,63144,2737.0,69289,,2832.0,20203,35554,30851.0,19414,3.6%,15036,73.9%,20822,0.9%,18991,6.2%,12119,0.1%,,13.3%,16696,2.1%,9706,15.5%,15394,0.6%,26228
2012,Queens,11434,19845.0,19845.0,57393,69779,69779,13908.0,66502,77033,6198.0,84635,93835,5937.0,36367,43497,61853.0,23773,2.8%,17446,87.9%,24554,0.2%,25184,1.6%,26289,0.0%,,5.9%,15438,1.6%,19974,9.2%,16276,1.5%,21307
2012,Queens,11435,18023.0,18023.0,53914,66603,66603,12096.0,58150,72535,7631.0,64812,,5927.0,38953,51374,52288.0,24009,21.2%,28583,24.8%,26437,0.3%,8014,22.5%,23562,0.0%,,25.5%,19296,5.8%,20245,32.1%,19872,14.3%,32098
2012,Queens,11436,5206.0,5206.0,60820,73795,73795,4133.0,63511,77978,1989.0,73708,,1073.0,34803,48455,17316.0,23297,2.6%,29685,76.9%,23122,0.5%,34418,6.7%,17807,0.0%,,10.4%,25363,3.0%,25737,8.5%,21589,1.0%,52407
2012,Queens,11451,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
2012,,11581,6578.0,6578.0,102135,113879,113879,5407.0,110238,122983,4444.0,114643,,1171.0,32993,62161,20553.0,37120,67.3%,40135,11.3%,39152,0.0%,,12.7%,29682,0.0%,,7.0%,25610,1.7%,7646,15.4%,19613,59.2%,43274
2012,Queens,11691,19221.0,19221.0,38631,55893,55893,12709.0,51107,67173,6440.0,68026,,6512.0,15262,29694,61442.0,18715,36.4%,18294,50.0%,20103,0.2%,29330,2.2%,16011,0.0%,,8.4%,12393,2.8%,19551,26.8%,13910,22.7%,21414
2012,Queens,11692,5728.0,5728.0,39817,56331,56331,4065.0,45055,60102,1848.0,70933,,1663.0,26491,41704,16870.0,20270,19.2%,23583,69.4%,19686,0.9%,7446,1.2%,38794,0.0%,,6.6%,14635,2.7%,21498,20.2%,18690,11.7%,24695
2012,Brooklyn,11693,4529.0,4529.0,50006,58971,58971,2935.0,52970,63768,1358.0,69599,,1594.0,38182,48028,11415.0,24229,52.9%,27849,35.1%,19778,0.0%,,4.0%,30649,0.0%,,6.6%,13883,1.5%,29052,22.8%,16598,42.7%,31400
2012,Queens,11694,8328.0,8328.0,73893,92915,92915,5134.0,95559,114563,4050.0,108608,,3194.0,39444,56353,21281.0,37718,85.1%,39912,8.7%,23818,0.0%,,1.9%,37106,0.0%,,2.9%,25748,1.4%,14929,14.1%,23860,75.9%,41856
2012,Queens,11697,1742.0,1742.0,86731,98297,98297,1236.0,102273,118966,1022.0,106173,,506.0,39722,47809,4344.0,39793,99.1%,39743,0.1%,7025,0.0%,,0.0%,,0.0%,,0.0%,,0.8%,49414,0.7%,145928,98.3%,38947
2012,Staten_Island,10301,14221.0,14221.0,54792,74235,74235,8513.0,65849,89125,5197.0,89175,,5708.0,39341,50377,38851.0,27596,59.5%,31803,25.5%,21531,0.4%,5579,6.1%,24256,0.0%,,5.5%,17113,3.0%,24396,24.4%,18157,44.0%,36196
2012,Staten_Island,10302,5719.0,5719.0,56883,68074,68074,4117.0,67213,78648,2695.0,85979,,1602.0,22126,37088,17090.0,23181,56.4%,25533,22.7%,23499,0.0%,,6.1%,21746,0.0%,,12.8%,12420,1.9%,26426,37.6%,15369,32.3%,33496
2012,Staten_Island,10303,8180.0,8180.0,50137,68779,68779,6446.0,60410,75517,3408.0,85292,,1734.0,25130,32024,24933.0,22778,38.6%,22670,35.3%,25570,0.5%,8966,7.7%,25268,0.0%,,11.9%,19542,6.1%,11637,40.1%,16921,17.7%,30567
2012,Staten_Island,10304,14432.0,14432.0,51852,71285,71285,10203.0,60463,80032,6666.0,74706,,4229.0,35347,46655,41845.0,25019,48.6%,32338,27.9%,17304,0.1%,19186,11.7%,22641,0.0%,,8.7%,13467,3.0%,21152,25.1%,17562,34.9%,36960
2012,Staten_Island,10305,14799.0,14799.0,66478,81486,81486,10467.0,78813,92089,7878.0,90854,,4332.0,34370,52516,41309.0,29698,78.4%,32197,4.9%,18192,0.2%,32077,11.1%,21056,0.0%,,3.5%,27207,1.9%,10463,15.1%,25403,68.9%,32996
2012,Staten_Island,10306,20365.0,20365.0,77720,93396,93396,14921.0,92114,106392,11713.0,101723,,5444.0,39418,54722,55692.0,34534,89.3%,35436,3.2%,29677,0.0%,,4.1%,25799,0.0%,,2.2%,23342,1.2%,31593,12.9%,28575,79.3%,36081
2012,Staten_Island,10307,4814.0,4814.0,86011,112478,112478,3975.0,101442,125126,3255.0,106769,,839.0,35133,49130,14418.0,37904,93.8%,38303,0.7%,15678,0.1%,,3.6%,37756,0.0%,,0.2%,,1.5%,21609,8.6%,39232,85.8%,38162
2012,Staten_Island,10308,10195.0,10195.0,90196,104753,104753,8004.0,95602,115691,6437.0,108370,,2191.0,37803,58248,28782.0,37581,94.0%,38491,0.0%,,0.4%,,4.2%,26544,0.0%,,0.6%,9820,0.7%,14984,7.5%,27070,87.2%,39253
2012,Staten_Island,10309,10433.0,10433.0,86759,104918,104918,8390.0,94948,113690,6906.0,108792,,2043.0,56008,64383,31943.0,34921,90.3%,35674,2.9%,19216,0.0%,,4.4%,36188,0.0%,,1.0%,15196,1.3%,30212,11.1%,25520,81.1%,36556
2012,Staten_Island,10310,8498.0,8498.0,62457,82068,82068,6298.0,78966,92411,4015.0,106420,,2200.0,29813,44282,24454.0,28763,60.1%,34417,23.8%,22196,0.1%,9950,4.8%,25417,0.0%,,8.0%,16330,3.1%,7854,26.8%,19146,45.2%,38182
2012,Staten_Island,10311,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
2012,Staten_Island,10312,21306.0,21306.0,87426,102923,102923,16813.0,98834,114499,14120.0,104413,,4493.0,43601,56978,61136.0,36131,93.0%,36554,0.9%,38818,0.0%,,4.7%,30385,0.0%,,0.6%,34650,0.7%,18585,9.0%,29828,84.8%,37198
2012,Staten_Island,10314,30713.0,30713.0,79820,92505,92505,23635.0,91470,102658,18514.0,97400,,7078.0,41077,52244,87921.0,32777,78.5%,34426,3.6%,22791,0.2%,62365,13.7%,29861,0.0%,,2.7%,19207,1.3%,15165,13.2%,23109,68.4%,35770
2013,Bronx,10451,17529.0,17529.0,26754,36560,36560,10497.0,30757,39723,2986.0,45833,,7032.0,17344,29760,47069.0,14629,17.1,15399,43.6,17237,1.7,10280,2.0,14270,0.0,,32.7,10921,2.9,15434,58.5,11877,1.8,30062
2013,Bronx,10452,24701.0,24701.0,25979,36082,36082,16974.0,28080,37736,5477.0,39663,,7727.0,17606,27573,74931.0,13019,15.3,11982,33.2,15673,0.6,9000,1.5,12495,0.1,,46.4,11578,2.9,12328,67.8,11733,1.1,13193
2013,Bronx,10453,25624.0,25624.0,25470,35381,35381,17747.0,27368,36826,5318.0,41826,52216,7877.0,15732,26401,79793.0,12616,11.4,12523,33.0,14403,0.9,9725,1.5,16546,0.1,16180,49.1,11710,4.0,8453,67.8,11383,1.3,25929
2013,Bronx,10454,12467.0,12467.0,20232,31814,31814,8521.0,23217,34695,2598.0,37703,,3946.0,12170,21679,38089.0,11561,32.6,13363,33.8,10067,0.4,31478,1.3,16366,0.0,,29.5,10690,2.5,12967,72.3,11262,2.1,22504
2013,Bronx,10455,13228.0,13228.0,22609,32350,32350,8685.0,28192,35886,2683.0,42011,,4543.0,13357,21428,38576.0,12231,18.0,14420,32.1,12990,0.3,8981,0.3,14061,0.2,,46.2,11211,3.0,6860,73.8,11869,2.1,18009
2013,Bronx,10456,28349.0,28349.0,23452,34753,34753,19478.0,27108,37476,5870.0,46733,55386,8871.0,14422,24964,87723.0,12486,10.4,13183,41.7,13009,0.3,54529,0.9,11158,0.0,,43.5,11584,3.2,11911,58.9,11853,1.4,17553
2013,Bronx,10457,22570.0,22570.0,24949,36595,36595,15306.0,27736,38245,4928.0,45903,,7264.0,15489,28603,70282.0,12952,14.8,14147,37.1,13668,0.3,9701,1.5,26530,0.1,,42.9,11662,3.4,10771,66.0,12194,1.7,14410
2013,Bronx,10458,25329.0,25329.0,24618,39384,39384,15587.0,28762,41844,5839.0,47959,59492,9742.0,17943,31851,74859.0,14488,20.8,14805,22.0,16742,0.5,15794,3.6,23187,0.1,,48.9,12769,4.1,13077,64.3,13611,12.1,11776
2013,Bronx,10459,15402.0,15402.0,24461,35421,35421,10690.0,27756,38275,3150.0,42384,52542,4712.0,11784,23035,47977.0,12436,13.2,13494,30.5,14665,0.5,12970,0.6,13131,0.1,3410,51.2,11163,3.9,8177,70.4,11625,1.4,11550
2013,Bronx,10460,19128.0,19128.0,22307,34517,34517,13121.0,25893,36667,3840.0,47537,57876,6007.0,14056,25106,56084.0,12828,13.2,15800,27.1,14116,0.3,6176,2.0,14162,0.0,,54.4,11363,3.0,14394,70.5,11823,2.4,23043
2013,Bronx,10461,19330.0,19330.0,52347,67093,67093,11820.0,64710,77156,7328.0,80833,,7510.0,34075,46760,51730.0,26630,50.6,31243,7.3,21951,0.5,32573,10.5,21836,0.0,,27.4,22887,3.7,13458,39.1,23275,41.7,32042
2013,Bronx,10462,28908.0,28908.0,45864,55062,55062,17995.0,49361,61161,8942.0,68352,77546,10913.0,36663,41389,77369.0,21836,23.1,24575,27.9,26098,0.5,13951,12.1,17645,0.0,,33.1,17879,3.3,23060,46.9,19423,13.3,25310
2013,Bronx,10463,27261.0,27261.0,54258,76188,76188,16408.0,62345,86896,9090.0,86004,,10853.0,41033,56282,70420.0,30875,44.4,42145,15.0,22140,0.6,50903,3.7,46430,0.2,20436,31.5,18780,4.5,18687,49.4,19710,32.7,48235
2013,Bronx,10464,2062.0,2062.0,70078,79490,79490,1048.0,98167,102404,705.0,107375,,1014.0,35417,53369,4248.0,39454,80.8,41764,2.8,25818,0.0,,0.7,,0.0,,14.5,32116,1.2,16165,22.1,30612,74.8,42390
2013,Bronx,10465,15572.0,15572.0,65450,80849,80849,10596.0,80118,93764,6593.0,98430,,4976.0,37837,47836,44862.0,29953,63.9,33630,10.4,19238,0.5,10350,3.2,32804,0.0,,19.0,25589,3.0,16267,36.3,27621,51.1,33778
2013,Bronx,10466,22595.0,22595.0,44012,56384,56384,16162.0,51754,62966,6592.0,75419,,6433.0,26168,35875,70609.0,19925,7.6,21290,75.8,21001,0.4,11167,2.0,27385,0.1,,12.7,11880,1.4,17678,20.7,14291,3.0,25253
2013,Bronx,10467,34796.0,34796.0,36048,47694,47694,22336.0,39663,52307,8868.0,55052,69340,12460.0,22422,34856,98754.0,18137,18.7,21890,38.5,20490,0.8,16727,6.1,14371,0.0,,31.7,14791,4.3,11017,46.8,15573,9.2,25967
2013,Bronx,10468,23680.0,23680.0,33776,43327,43327,16011.0,35396,45259,6550.0,49637,,7669.0,27232,34571,71822.0,15537,13.2,17158,23.6,19198,0.5,10759,3.8,20168,0.0,,54.8,13564,4.0,11933,70.1,13560,4.3,20768
2013,Bronx,10469,21832.0,21832.0,57776,69599,69599,16083.0,65942,77492,8726.0,84334,96689,5749.0,30006,41174,71843.0,22960,19.7,27675,55.2,22721,0.5,21919,3.9,27281,0.4,24173,17.3,18117,3.0,18852,25.9,19822,14.3,28410
2013,Bronx,10470,5801.0,5801.0,58600,69447,69447,3262.0,75429,80521,2026.0,93115,,2539.0,50115,53347,14850.0,28734,47.1,34902,32.6,25162,0.3,19100,3.8,21698,0.0,,14.2,18313,2.1,30435,19.4,18432,43.0,36280
2013,Bronx,10471,8980.0,8980.0,71798,103040,103040,4504.0,100758,139875,3253.0,122159,,4476.0,50283,63509,22030.0,43630,72.6,49370,8.0,35835,0.0,,7.7,28347,0.0,,9.0,22718,2.7,26195,20.2,30632,63.4,50925
2013,Bronx,10472,21006.0,21006.0,30288,43093,43093,15107.0,33430,45606,5722.0,50511,62676,5899.0,16675,27534,68898.0,14652,15.0,16968,30.5,15929,0.5,12861,6.0,13670,0.0,,38.7,13562,9.3,12020,64.6,13951,1.9,15387
2013,Bronx,10473,20355.0,20355.0,35866,52054,52054,14307.0,42877,58075,5103.0,74718,88064,6048.0,20362,31729,58660.0,19561,22.4,17951,38.6,21543,0.5,17363,2.1,21341,0.0,,33.9,18447,2.6,17476,61.5,17353,1.4,42897
2013,Bronx,10474,3656.0,3656.0,25676,33007,33007,2653.0,29337,35397,898.0,36948,,1003.0,12859,21019,12519.0,11410,31.0,11535,32.8,12170,0.3,2920,0.4,2962,0.0,,31.7,10653,3.8,11647,73.4,11026,1.3,19281
2013,Bronx,10475,17992.0,17992.0,43629,58630,58630,9928.0,58771,72581,4957.0,78792,,8064.0,32722,40117,43231.0,25870,18.0,30709,60.4,26125,0.7,10404,1.1,27260,0.0,,16.2,20387,3.5,24712,32.0,24154,9.0,31079
2013,Bronx,10550,13525.0,13525.0,39954,54731,54731,8547.0,50835,65319,3955.0,70475,,4978.0,24813,32564,36804.0,21310,15.0,22189,70.8,21139,0.2,37730,1.5,33603,0.1,,8.7,20040,3.8,17890,15.8,16630,9.0,25080
2013,Queens,11370,8696.0,8696.0,52500,68954,68954,6521.0,54645,73553,4535.0,62765,,2175.0,35640,48331,37244.0,17873,36.0,25446,15.9,5562,0.7,10050,22.3,17274,0.0,,21.4,16607,3.7,9762,36.5,17259,22.5,29137
2013,Brooklyn,11201,24389.0,24389.0,95369,151188,151188,10995.0,144750,214016,8444.0,180250,,13394.0,72409,98830,54668.0,68814,66.4,85138,12.8,35200,0.2,15722,9.0,51342,0.1,5568,6.4,17926,5.1,39190,13.6,34236,61.4,87217
2013,Brooklyn,11203,26933.0,26933.0,48400,61959,61959,18845.0,57788,70053,8489.0,74199,85477,8088.0,26572,37747,79572.0,22227,4.2,18298,90.4,22757,0.3,26552,1.3,17409,0.0,,2.4,14909,1.5,15867,6.2,18492,3.1,16176
2013,Brooklyn,11204,25221.0,25221.0,45472,62859,62859,19319.0,51224,68341,15163.0,53095,70533,5902.0,22837,40427,80963.0,20161,67.6,21617,0.6,30913,0.4,21995,27.2,17113,0.0,,2.8,15301,1.3,13152,11.3,17132,59.7,22169
2013,Brooklyn,11205,14656.0,14656.0,44688,73758,73758,8355.0,47897,81118,4801.0,78503,,6301.0,39855,61084,43002.0,26114,47.4,28611,32.1,22705,0.2,61457,5.6,33680,0.0,,11.4,18168,3.3,35692,23.4,18921,38.9,30493
2013,Brooklyn,11206,28314.0,28314.0,28559,43235,43235,17314.0,30763,43528,8144.0,40541,,11000.0,21282,39887,81525.0,15618,44.7,17407,25.4,14696,0.4,21194,4.9,16890,0.0,,21.3,12791,3.2,14143,45.3,13382,27.3,19041
2013,Brooklyn,11207,30879.0,30879.0,32945,45365,45365,22348.0,37730,49489,8060.0,59447,71143,8531.0,20028,30350,92491.0,15951,14.3,15505,66.6,16836,0.3,14263,1.1,20502,0.3,11750,15.5,12292,1.8,16439,33.0,13490,2.1,23267
2013,Brooklyn,11208,28779.0,28779.0,35079,45630,45630,21502.0,37744,48826,9367.0,52997,63537,7277.0,19101,30259,93107.0,14870,33.0,14356,52.0,15654,0.3,15108,4.8,12968,0.0,8431,8.2,12990,1.7,15477,42.6,13421,3.4,19389
2013,Brooklyn,11209,30877.0,30877.0,58261,82258,82258,16659.0,74834,99068,12676.0,82775,108718,14218.0,44879,61037,72623.0,35712,77.1,37973,2.3,32830,0.3,11698,12.6,31041,0.2,30323,5.1,24716,2.4,17197,15.2,28727,68.3,38617
2013,Brooklyn,11210,21520.0,21520.0,55429,73990,73990,15363.0,64200,84944,9391.0,80763,102908,6157.0,32506,43064,65302.0,25079,33.4,28788,57.6,23429,0.0,53644,3.4,20007,0.1,,3.8,21393,1.6,27000,7.2,21692,31.2,29337
2013,Brooklyn,11211,35527.0,35527.0,46848,70753,70753,18049.0,35953,64362,12433.0,41911,,17478.0,55077,74790,93271.0,27752,82.5,28140,4.6,20018,0.2,13366,3.6,51516,0.0,,7.0,15594,2.0,31421,26.7,18023,64.9,30645
2013,Brooklyn,11212,30167.0,30167.0,28348,39952,39952,20771.0,31676,44597,5796.0,57621,67821,9396.0,16409,26654,84520.0,16535,4.5,13434,86.6,17218,0.2,15024,1.0,22715,0.0,,6.6,9260,1.2,14221,14.1,10189,1.2,25460
2013,Brooklyn,11213,23512.0,23512.0,34794,46913,46913,13993.0,41254,54058,6051.0,58529,70523,9519.0,23519,33503,62059.0,18522,20.1,17764,69.4,19542,0.3,8348,1.6,19393,0.0,,7.1,11267,1.6,17054,11.5,14122,18.5,17923
2013,Brooklyn,11214,30415.0,30415.0,43398,59810,59810,20899.0,50203,65833,16240.0,51707,67805,9516.0,26395,43569,83156.0,22683,57.0,25709,1.0,26377,0.2,13913,34.0,19318,0.0,,6.7,14287,1.0,19200,13.2,15428,51.1,26677
2013,Brooklyn,11215,28822.0,28822.0,95654,132302,132302,15947.0,123732,162018,12019.0,145899,,12875.0,71701,90085,68891.0,56340,74.1,62584,4.8,37282,0.2,22187,7.5,55689,0.0,,8.5,21827,4.9,43139,18.1,26225,66.3,66136
2013,Brooklyn,11216,22832.0,22832.0,43996,61139,61139,11119.0,51135,71264,4296.0,78397,104164,11713.0,36159,48684,53783.0,27218,15.8,38520,73.5,25064,0.4,7271,4.1,31618,0.2,39979,3.3,19340,2.6,24497,9.0,24498,13.9,39557
2013,Brooklyn,11217,16726.0,16726.0,81862,117480,117480,7958.0,96553,141316,5415.0,134742,,8768.0,71928,92673,38787.0,51846,54.8,66782,20.8,35479,0.9,33978,6.6,64647,0.0,,12.5,16034,4.4,29316,21.4,20941,48.8,71427
2013,Brooklyn,11218,24869.0,24869.0,52445,70046,70046,16202.0,54814,77253,11695.0,62373,84348,8667.0,42896,52712,74758.0,24081,57.2,27889,9.2,28683,0.3,13558,17.4,16320,0.0,,13.5,16316,2.5,17301,19.3,18326,52.0,28512
2013,Brooklyn,11219,26609.0,26609.0,34316,50967,50967,20618.0,35994,53190,16906.0,36007,,5991.0,20031,34740,96971.0,14567,65.1,14787,1.2,28794,0.3,8751,26.4,13638,0.0,,6.4,13026,0.6,23000,12.8,15144,59.7,14663
2013,Brooklyn,11220,30042.0,30042.0,37580,53080,53080,22149.0,36384,52357,14370.0,40641,58128,7893.0,26572,42288,103089.0,16263,31.6,22541,2.6,22574,2.0,12622,42.2,12917,0.0,,19.5,12843,2.1,16703,40.0,14582,15.0,29252
2013,Brooklyn,11221,27803.0,27803.0,39178,51952,51952,17387.0,44120,55930,6724.0,59989,74558,10416.0,26926,40814,81321.0,18774,29.8,18419,55.7,19914,0.5,15394,3.0,17289,0.0,,9.2,13832,1.7,18119,41.8,14986,5.9,34331
2013,Brooklyn,11222,16395.0,16395.0,63739,79763,79763,6770.0,74361,85209,4892.0,84095,,9625.0,57148,74174,34186.0,39515,84.0,41216,1.9,26179,0.9,24659,5.7,36056,0.0,,5.0,22887,2.5,39222,13.9,25437,76.2,42725
2013,Brooklyn,11223,27050.0,27050.0,41328,60488,60488,19161.0,50620,70903,14763.0,52680,74408,7889.0,21087,31533,74606.0,22514,66.5,25004,3.9,16150,0.5,9262,23.7,18263,0.0,,3.7,19252,1.7,10157,10.8,18223,60.1,25693
2013,Brooklyn,11224,18134.0,18134.0,27481,46350,46350,10659.0,41824,57741,6361.0,47531,,7475.0,14035,28090,42535.0,20666,58.5,24513,24.5,14886,0.5,9535,9.0,16156,0.1,383876,5.2,11192,2.2,8447,14.6,16426,52.0,25429
2013,Brooklyn,11225,22599.0,22599.0,42922,56892,56892,13408.0,50000,65583,5986.0,70330,82877,9191.0,31824,41431,59182.0,22519,17.8,27423,73.4,21375,0.4,17736,2.2,37426,0.0,,5.0,16564,1.2,18497,9.4,19301,16.3,27749
2013,Brooklyn,11226,35551.0,35551.0,40734,54348,54348,22488.0,46230,60583,8916.0,60546,80008,13063.0,30088,40588,98325.0,20721,9.6,33374,76.1,20281,0.1,9250,3.3,16202,0.0,,8.6,13230,2.4,17924,15.2,14268,6.2,44067
2013,Brooklyn,11228,15156.0,15156.0,61893,83920,83920,10950.0,71194,94275,8485.0,76179,,4206.0,36889,53858,43929.0,29885,68.6,34112,1.3,21682,0.3,34800,25.7,21127,0.1,,3.3,15232,0.7,20225,9.6,21073,62.9,34938
2013,Brooklyn,11229,30892.0,30892.0,51725,67981,67981,21123.0,62947,79229,15880.0,71155,86187,9769.0,28513,41917,81030.0,26575,72.3,29200,4.1,14280,0.1,24816,20.4,21775,0.1,14665,1.9,13768,1.0,12018,8.0,15680,66.8,30197
2013,Brooklyn,11230,29819.0,29819.0,42170,63309,63309,19623.0,52840,74768,14740.0,59305,81201,10196.0,23261,39151,84219.0,23051,71.6,25410,8.0,24015,0.2,22726,12.5,14338,0.0,,6.3,14865,1.5,11834,9.6,16066,68.6,25722
2013,Brooklyn,11231,14993.0,14993.0,78174,109631,109631,8090.0,88493,131917,5282.0,129500,,6903.0,65933,80953,34137.0,48757,64.5,61800,12.4,15334,0.1,,5.6,57606,0.0,,13.4,21828,4.1,21010,22.8,21639,58.0,65979
