year,borough,zipcode,households_s1901_total_population,households_s1902_total_population,households_median_income,households_s1901_mean_income,households_s1902_mean_income,families_total_population,families_median_income,families_mean_income,married_couple_families_total_population,married_couple_families_median_income,married_couple_families_mean_income,nonfamily_households_total_population,nonfamily_households_median_income,nonfamily_households_mean_income,resident_total_population,resident_mean_income,white_total_population,white_mean_income,african_american_total_population,african_american_mean_income,amer_indian/alaska_native_total_population,amer_indian/alaska_native_mean_income,asian_total_population,asian_mean_income,hawaiian/_pacific_islander_total_population,hawaiian/_pacific_islander_mean_income,other_race_total_population,other_race_mean_income,two_or_more_races_total_population,two_or_more_races_mean_income,latino_total_population,latino_mean_income,white_alone(not_latino)_total_population,white_alone(not_latino)_mean_income
2019,Bronx,10468,26328.0,26328.0,37804,50590,50590,17884.0,41488,53778,7452.0,56937,72025,8444.0,22684,36710,78881.0,17909,12484,18258,19919,22045,653,12187,1830,23460,303,,41304,15332,2388,23444,60593,15575,2323,28271
2019,Bronx,10469,22299.0,22299.0,65399,83347,83347,16763.0,73973,92484,8772.0,96098,,5536.0,31568,42421,72384.0,27337,12756,33002,40936,28148,459,12448,4493,25029,0,,11072,21091,2668,20173,20970,24393,7267,35136
2019,Bronx,10470,6198.0,6198.0,61266,79670,79670,3432.0,71506,92114,1910.0,96397,,2766.0,42632,59520,15716.0,32766,6685,44807,6723,24705,6,,463,33607,0,,1371,17634,468,19771,2958,23227,5582,48004
2019,Bronx,10471,8817.0,8817.0,88722,123545,123545,4730.0,114241,162242,3494.0,129250,,4087.0,58735,74949,22422.0,50090,15232,58289,2509,44158,33,,1267,30971,0,,2353,27319,1028,18918,5434,32260,12962,61309
2019,Bronx,10472,21835.0,21835.0,33498,50264,50264,15265.0,38655,54973,6520.0,53987,,6570.0,18664,31455,67948.0,17237,8668,19368,18615,19575,846,11037,5519,20001,0,,31829,15256,2471,13608,42584,16037,1948,17738
2019,Bronx,10473,21189.0,21189.0,41508,60372,60372,14211.0,51096,67522,5290.0,79794,,6978.0,22030,38072,59579.0,22738,21610,20311,23528,22915,231,37329,925,26461,0,,10734,23503,2551,35769,36514,21699,1657,23379
2019,Bronx,10474,3623.0,3623.0,22965,43408,43408,2474.0,25429,48531,744.0,51635,,1149.0,14185,24496,12179.0,13987,1180,23133,5115,13780,68,11360,22,29705,0,,5322,11782,472,17863,7593,14138,188,24939
2019,Bronx,10475,18902.0,18902.0,51951,64147,64147,10347.0,67383,77615,4369.0,79422,,8555.0,36137,44161,42818.0,29601,6847,32239,27547,29507,529,26153,1044,19531,0,,4705,30464,2146,26251,12424,30890,2843,36901
2019,Bronx,10550,13744.0,13744.0,49648,66366,66366,8254.0,64676,78902,3872.0,84290,,5490.0,31096,41996,37429.0,26274,4369,28593,28038,26343,323,47782,630,49557,0,,3095,18421,974,16632,6205,17582,2893,34377
2019,Queens,11370,7850.0,7850.0,63706,95689,95689,5721.0,81712,108284,4190.0,90221,,2129.0,39507,50218,31580.0,25399,13290,34949,4531,6130,391,11371,7167,26725,0,,5534,18574,667,16612,12068,24295,7744,37184
2019,Brooklyn,11201,28593.0,28593.0,129248,186989,186989,13529.0,176004,253972,10427.0,219531,,15064.0,104119,125332,63378.0,84901,40722,105378,8367,34638,201,27495,7851,72644,49,,2505,18390,3683,48025,7264,38750,37298,109547
2019,Brooklyn,11203,28276.0,28276.0,54457,71970,71970,19004.0,68184,81785,8719.0,86862,,9272.0,31264,44541,76085.0,27306,3364,24415,67699,27950,147,29471,1390,21102,0,,2233,18701,1252,22219,4885,21030,2837,24799
2019,Brooklyn,11204,23397.0,23397.0,53093,74843,74843,18300.0,58848,80867,13860.0,64108,86990,5097.0,25869,46847,76395.0,22864,43354,24131,954,25789,229,13411,25181,22189,10,,5069,18378,1598,12638,8535,19807,40269,24266
2019,Brooklyn,11205,16459.0,16459.0,58872,95898,95898,8472.0,60319,109903,5033.0,98081,,7987.0,54107,76427,46843.0,34549,24069,43217,14522,26115,286,23605,2966,32942,4,,3144,14820,1852,25875,8143,28185,20745,42828
2019,Brooklyn,11206,31163.0,31163.0,39753,66318,66318,18181.0,38430,57597,8653.0,51848,74234,12982.0,41078,74983,88422.0,23607,41063,26522,21797,20363,525,13666,5966,25508,125,31888,15424,17660,3522,33709,33214,18346,30150,28546
2019,Brooklyn,11207,33619.0,33619.0,39382,58266,58266,19977.0,51643,68053,8177.0,71911,88046,13642.0,21268,38123,91083.0,22030,13754,29299,59435,21381,220,11840,1630,29801,69,10790,13831,17724,2144,16663,28811,18714,4524,41322
2019,Brooklyn,11208,33316.0,33316.0,42403,60092,60092,23760.0,50726,66499,11712.0,64947,81946,9556.0,24462,37087,101313.0,19961,27587,20803,54461,20320,210,20634,6087,19945,65,,10791,15965,2112,19688,41109,19103,2747,21570
2019,Brooklyn,11209,29352.0,29352.0,77917,104941,104941,16373.0,101737,129713,12887.0,114506,,12979.0,54230,71573,67782.0,45435,49657,49292,2150,35647,220,29126,8984,36623,63,79440,3974,31254,2734,33178,11576,32334,43607,51061
2019,Brooklyn,11210,21893.0,21893.0,69385,96285,96285,15677.0,80453,110180,9431.0,102801,136392,6216.0,42321,55152,64665.0,32777,20472,41531,37938,29072,59,23615,2625,31938,0,,2434,22043,1137,24179,4290,25924,19346,42301
2019,Brooklyn,11211,40435.0,40435.0,81228,121326,121326,21176.0,63639,122530,15594.0,82433,,19259.0,92342,115825,103123.0,47605,77250,49973,6663,22943,554,15291,5762,74564,22,,9329,23324,3543,67377,24881,30396,66242,51565
2019,Brooklyn,11212,31802.0,31802.0,26521,44363,44363,15721.0,41115,59922,5022.0,61085,,16081.0,15042,26892,75605.0,19569,6384,17138,60356,20816,69,7216,845,11447,43,17230,5543,12515,2365,14141,14518,13395,1286,23808
2019,Brooklyn,11213,25504.0,25504.0,44831,67564,67564,14660.0,51262,76244,6251.0,78181,102719,10844.0,31984,51738,67056.0,26046,16302,32154,43727,24077,147,11229,1552,35577,14,,3084,19721,2230,23185,7954,23363,14719,32855
2019,Brooklyn,11214,31823.0,31823.0,56911,78762,78762,22608.0,64478,86540,16432.0,73000,93265,9215.0,34885,52463,92644.0,27132,44420,31323,1828,29976,255,25771,34282,25184,5,,9006,16818,2848,16042,16579,19833,37917,32484
2019,Brooklyn,11215,28445.0,28445.0,132091,183544,183544,16621.0,170511,229884,13954.0,188946,,11824.0,91672,108235,69873.0,74942,53997,80452,3213,57071,111,27100,5680,77074,0,,3004,36852,3868,40697,10480,39591,47251,86322
2019,Brooklyn,11216,24871.0,24871.0,67795,97728,97728,11315.0,79242,113108,5981.0,116838,,13556.0,59564,79953,57786.0,42598,18064,61910,31201,32699,159,32806,3063,51417,14,,2512,25957,2773,34287,6481,36438,16386,63684
2019,Brooklyn,11217,18074.0,18074.0,119375,172251,172251,8664.0,145365,221758,6197.0,193438,,9410.0,94148,120780,41813.0,74782,24274,93297,8507,40962,33,,3510,95889,18,,3422,19003,2049,52222,7024,32597,21270,100013
2019,Brooklyn,11218,24848.0,24848.0,73470,100061,100061,16130.0,80422,113170,12548.0,95276,,8718.0,57594,70617,72413.0,34584,43898,39516,5711,35586,420,10047,13509,26393,0,,5610,23003,3265,23471,12445,27193,37962,41169
2019,Brooklyn,11219,24225.0,24225.0,40683,62482,62482,19140.0,41839,64222,15622.0,42443,,5085.0,29719,47924,89371.0,16975,59594,16339,1062,21771,295,16978,21241,18837,18,,6297,15435,864,20481,11831,17824,54475,15991
2019,Brooklyn,11220,27637.0,27637.0,50191,71333,71333,20382.0,47150,68109,14253.0,50359,73915,7255.0,36553,55927,93170.0,21141,29003,28424,2617,27194,423,21226,38601,18143,0,,19766,15282,2760,22759,38511,16587,12918,42098
2019,Brooklyn,11221,31497.0,31497.0,56900,80039,80039,16534.0,61331,85021,7081.0,85417,117009,14963.0,48343,68112,83322.0,30542,23074,42760,39114,27484,497,17956,2901,32841,20,,14511,18034,3205,36579,28256,20825,14469,52603
2019,Brooklyn,11222,17446.0,17446.0,93488,118987,118987,7143.0,105557,133397,5564.0,118786,,10303.0,85140,105928,36872.0,56373,30425,58786,1320,33496,69,58180,1619,60614,0,,1698,38464,1741,45009,5671,41552,27178,60168
2019,Brooklyn,11223,27951.0,27951.0,54023,82171,82171,20124.0,65254,93814,14612.0,74331,106102,7827.0,23848,43364,81388.0,28198,46254,33761,3802,21136,297,19458,20466,23212,166,,7652,15393,2751,18595,11823,16458,42870,34721
2019,Brooklyn,11224,18930.0,18930.0,32549,56699,56699,11928.0,43584,70812,6950.0,52623,,7002.0,14671,30877,45795.0,23816,26249,28627,10133,16479,72,,3423,16187,6,,4495,21813,1417,13018,8606,19959,23273,29628
2019,Brooklyn,11225,24136.0,24136.0,59820,86126,86126,12581.0,65968,98735,6061.0,92746,,11555.0,47352,66849,56859.0,36859,16198,50814,34633,30111,132,51791,1612,46316,0,,2423,30139,1861,40472,5321,35211,14747,51147
2019,Brooklyn,11226,37191.0,37191.0,58257,75774,75774,22130.0,65178,84310,10465.0,81136,,15061.0,41129,57566,99558.0,28735,15922,49704,67681,25008,296,15729,3072,33274,0,,10353,18168,2234,36673,16328,19487,12931,55872
2019,Brooklyn,11228,15124.0,15124.0,72902,100396,100396,11530.0,84054,109906,8667.0,93919,118277,3594.0,35169,54899,44348.0,34183,23867,40968,572,25252,69,44103,16617,27174,36,,2147,22683,1040,19111,5510,22806,21236,42875
2019,Brooklyn,11229,30774.0,30774.0,64631,87355,87355,21580.0,81481,101686,15980.0,91989,111984,9194.0,32281,49761,83119.0,32370,53002,36778,5100,22063,209,19074,19113,27179,43,,3259,21178,2393,14462,9224,25755,48242,37549
2019,Brooklyn,11230,30147.0,30147.0,53070,82266,82266,19597.0,66240,99198,15246.0,74052,110029,10550.0,26451,48385,86139.0,28852,61252,31359,6413,30823,339,32448,11468,18947,27,,4050,22127,2590,18711,8798,20625,57089,32103
2019,Brooklyn,11231,15658.0,15658.0,99643,159642,159642,9498.0,141500,196738,6616.0,186726,,6160.0,65278,93573,37874.0,66330,25113,80483,5796,21023,215,292329,2223,96232,303,,2304,19388,1920,24439,6298,36999,22249,86712
2019,Brooklyn,11232,8760.0,8760.0,61200,84736,84736,5446.0,58913,85943,3483.0,70057,,3314.0,53554,73558,26430.0,28908,11848,37794,1901,18317,391,14617,4907,20853,18,,6195,23194,1170,25381,13195,21368,6045,54720
2019,Brooklyn,11233,30567.0,30567.0,44905,68056,68056,17918.0,48545,73440,5917.0,91021,,12649.0,35293,55782,79439.0,26570,8700,47789,61160,24683,89,12518,1538,23884,17,,6161,16094,1774,26452,12115,18225,6910,53505
2019,Brooklyn,11234,31743.0,31743.0,85807,108159,108159,24247.0,95976,118033,16216.0,111065,,7496.0,44702,67556,93534.0,36930,38573,44597,42348,32881,293,29678,6783,29660,0,,4004,23131,1533,25479,10377,24417,34833,46481
2019,Brooklyn,11235,32338.0,32338.0,54646,81901,81901,20244.0,71542,100257,15403.0,77020,107064,12094.0,30224,48683,78775.0,33855,59438,37170,1713,31402,76,14371,10771,24989,0,,3857,17203,2920,23028,6039,21564,57362,37494
2019,Brooklyn,11236,33752.0,33752.0,70793,86563,86563,24941.0,82853,95556,11586.0,101226,115781,8811.0,34893,51360,100844.0,29423,5775,32860,86706,29955,118,18758,2713,27755,11,,4102,17494,1419,21679,7722,21323,4165,36515
2019,Brooklyn,11237,17056.0,17056.0,53303,73289,73289,9134.0,43640,62109,4515.0,53327,,7922.0,64201,79767,48876.0,25990,18175,35724,6757,21069,583,14455,3343,36521,47,38887,18071,17195,1900,18730,31054,17389,9474,51131
2019,Brooklyn,11238,25060.0,25060.0,91846,127886,127886,11381.0,118291,160738,7781.0,159254,,13679.0,78944,96427,55210.0,58414,27542,77603,18830,35249,40,13335,3299,71957,19,,2317,26792,3163,38625,6020,34906,25250,80574
2019,Brooklyn,11239,6705.0,6705.0,29172,40847,40847,3360.0,34528,50612,1283.0,30518,,3345.0,21842,30871,12772.0,21557,3791,14842,7496,25495,256,14757,488,20691,0,,585,15971,156,30322,2344,14634,2593,15716
2019,Queens,11425,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10001,12997.0,12997.0,92840,160300,160300,4039.0,122776,216237,2951.0,158917,,8958.0,85785,134487,24117.0,88795,15677,101924,1510,38425,16,,5377,79679,21,,799,34494,717,40915,3741,46911,13163,111101
2019,Manhattan,10002,33459.0,33459.0,36982,69323,69323,16723.0,40045,72064,9865.0,43952,86881,16736.0,31767,65351,74479.0,33309,23849,57454,6635,19419,724,12999,31198,22683,22,,8924,19155,3127,29895,19554,21308,16396,72291
2019,Manhattan,10003,26043.0,26043.0,118161,196931,196931,7504.0,183787,320538,6544.0,193778,,18539.0,95812,146060,53977.0,97391,40681,110357,3007,31359,81,78894,7812,69334,73,,1155,52674,1168,50499,4559,36623,37316,117328
2019,Manhattan,10004,1777.0,1777.0,190223,249586,249586,819.0,205202,338574,744.0,204657,,958.0,150833,171831,3335.0,136523,2033,151734,142,125882,0,,992,118852,17,,35,,116,82774,108,94145,1977,153291
2019,Manhattan,10005,4363.0,4363.0,189702,225453,225453,1422.0,241094,312806,1268.0,239800,,2941.0,180389,180629,8701.0,116798,6532,128011,94,81783,0,,1543,94010,0,,217,65814,315,41476,552,88816,6236,128670
2019,Manhattan,10006,1729.0,1729.0,179044,219182,219182,569.0,245764,308462,487.0,250000+,,1160.0,127692,175389,3092.0,126512,2272,127429,99,235979,0,,496,99259,0,,73,,152,60518,335,117854,1995,134376
2019,Manhattan,10007,2802.0,2802.0,224063,358261,358261,1491.0,250000+,437210,1361.0,250000+,,1311.0,165703,268474,7408.0,141639,5762,164477,610,26444,0,,777,81063,0,,106,145190,153,45987,866,152241,5063,164215
2019,Manhattan,10009,29764.0,29764.0,63717,98865,98865,10343.0,71135,122265,5935.0,134858,,19421.0,60079,85675,58293.0,53122,35918,68145,5027,24719,70,60443,8287,38151,12,,6739,21336,2240,26867,13867,28703,30059,74119
2019,Manhattan,10010,16815.0,16815.0,132988,212461,212461,6397.0,229709,311668,5336.0,250000+,,10418.0,93134,150699,35906.0,102396,24991,114391,3367,39655,0,,5903,99800,0,,681,51229,964,62605,3807,58747,21848,121558
2019,Manhattan,10011,29089.0,29089.0,138272,217601,217601,8146.0,249545,365677,6657.0,250000+,,20943.0,109856,157324,49949.0,129365,40234,139584,2216,39236,73,11510,4387,141042,5,,1433,46216,1601,45498,5958,64225,36152,146531
2019,Manhattan,10012,12181.0,12181.0,106467,168250,168250,4021.0,151028,236046,3154.0,165658,,8160.0,85913,133237,23318.0,90847,17168,100759,625,39779,0,,4249,69834,0,,471,30258,805,65482,1806,46711,16042,103791
2019,Manhattan,10013,12026.0,12026.0,113191,278452,278452,6149.0,163951,360526,4858.0,245417,,5877.0,90635,191076,28799.0,118691,16716,163002,1097,45886,91,,9049,60682,0,,748,44185,1098,40652,1916,94612,15557,165623
2019,Manhattan,10014,18013.0,18013.0,133501,211811,211811,4629.0,224625,353569,3895.0,250000+,,13384.0,108839,161853,30344.0,128505,26983,131471,423,34198,0,,1464,135229,0,,300,71784,1174,100422,2119,99171,25280,133275
2019,Manhattan,10016,29200.0,29200.0,126628,179164,179164,8307.0,206816,289740,7082.0,219297,,20893.0,100619,133685,52886.0,103036,38010,107017,2035,74502,126,57644,10743,101701,25,,619,65472,1328,64188,4313,76781,34510,110017
2019,Manhattan,10017,9663.0,9663.0,131045,177385,177385,2921.0,218875,284139,2348.0,250000+,,6742.0,102310,130740,15846.0,110196,11765,119956,314,61085,0,,3373,87928,0,,153,13818,241,70580,821,119479,11014,119422
2019,Manhattan,10018,4727.0,4727.0,122484,171597,171597,1471.0,185688,224544,1221.0,208854,,3256.0,109296,147579,8806.0,96607,5242,108068,462,44172,17,,2461,88445,0,,299,52643,325,91398,1415,58775,4264,119485
2019,Manhattan,10019,26158.0,26158.0,103792,180825,180825,8311.0,176972,283415,6285.0,200972,,17847.0,81830,131482,45498.0,106885,30408,116522,2738,28826,362,21889,8695,110191,46,,1753,51993,1496,122386,7406,52455,25155,129094
2019,Manhattan,10020,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10021,23935.0,23935.0,122169,228158,228158,10148.0,240453,369176,9282.0,247817,,13787.0,86272,123089,44280.0,124178,37414,130627,294,35807,168,,3802,119305,92,10673,1356,50638,1154,67035,3053,74816,36034,131595
2019,Manhattan,10022,17953.0,17953.0,150718,256602,256602,6673.0,250000+,434419,5970.0,250000+,,11280.0,100671,150381,31130.0,150508,25922,155425,469,56770,77,,3752,136516,0,,232,284358,678,74487,2397,96812,23882,162063
2019,Manhattan,10023,34289.0,34289.0,132605,228373,228373,13343.0,228389,354564,11352.0,250000+,,20946.0,100531,147850,62541.0,126937,49293,137707,2909,39053,67,,6543,120322,0,,2310,80330,1419,41345,6845,76938,44765,141054
2019,Manhattan,10024,28165.0,28165.0,143623,270850,270850,13480.0,246034,402298,11471.0,250000+,,14685.0,93958,145919,58102.0,132575,47847,144284,2452,34485,176,21372,4622,126583,0,,1547,22807,1458,62155,6217,43449,44260,151171
2019,Manhattan,10025,41355.0,41355.0,91624,164426,164426,19357.0,133439,227289,14506.0,190480,,21998.0,65971,107030,92251.0,76275,61064,95541,10669,34401,85,72206,8936,59399,13,,7430,21357,4054,34450,21737,28563,50186,108505
2019,Manhattan,10026,15479.0,15479.0,59691,105702,105702,7567.0,66157,125314,3377.0,129817,,7912.0,48065,84100,38585.0,44914,10813,75441,19771,32288,74,21665,2424,54197,34,,3612,27727,1857,24220,8282,25411,7979,91584
2019,Manhattan,10027,23956.0,23956.0,51938,88477,88477,12029.0,58680,103732,5492.0,113056,,11927.0,42010,69629,64988.0,34604,20745,53733,24515,27101,397,12947,6150,37447,5,,9954,13683,3222,30456,17091,17056,17113,60497
2019,Manhattan,10028,24640.0,24640.0,122969,226108,226108,9801.0,237537,378540,8895.0,250000+,,14839.0,92495,125370,46768.0,120675,40185,125319,715,72622,0,,4591,108048,0,,450,40945,827,50089,3233,73437,37856,127678
2019,Manhattan,10029,31470.0,31470.0,33720,70496,70496,16496.0,39845,82030,6796.0,62563,138358,14974.0,22222,56328,76713.0,30813,26750,48384,25098,19298,489,27377,7060,31750,110,17293,14685,18513,2521,29278,35744,19277,11830,83191
2019,Manhattan,10030,12688.0,12688.0,42348,74544,74544,6114.0,53586,90576,2246.0,94891,,6574.0,30389,56698,31060.0,32616,5093,54548,19309,27968,29,,705,45332,101,,4061,21315,1762,41521,8322,20702,3351,71479
2019,Manhattan,10031,21744.0,21744.0,53660,78767,78767,10591.0,54699,85680,5177.0,78197,,11153.0,45735,68336,59586.0,31951,18726,43033,16699,31230,272,14806,2488,46612,60,,11678,22066,9663,20355,30510,21678,11352,56259
2019,Manhattan,10032,21226.0,21226.0,53525,70511,70511,11311.0,58919,76982,4808.0,77076,,9915.0,40437,56595,63214.0,26900,18365,34836,12081,25933,454,36515,2894,37397,92,,22944,19695,6384,25823,42304,20888,8810,47803
2019,Manhattan,10033,19833.0,19833.0,63093,80333,80333,11761.0,66075,85003,5965.0,87957,109157,8072.0,48436,65833,58349.0,30106,23981,41003,6036,29276,674,21929,1361,41222,0,,20899,19565,5398,21658,39125,20584,14682,52724
2019,Manhattan,10034,16156.0,16156.0,54406,73273,73273,8928.0,56284,75474,4434.0,77522,,7228.0,48165,65912,42399.0,30181,16732,40628,5899,26244,92,8037,1238,42704,104,26731,16052,20164,2282,28472,29339,20893,8477,60379
2019,Manhattan,10035,14524.0,14524.0,29799,56090,56090,6484.0,36645,62999,2323.0,56094,,8040.0,18781,45983,36048.0,24767,7552,38244,14481,21732,196,19924,1504,42121,25,6872,10827,16704,1463,28030,16441,17527,4140,54818
2019,Manhattan,10036,17260.0,17260.0,95301,132565,132565,4331.0,112342,177372,3111.0,169212,,12929.0,87602,117090,28487.0,82913,18084,89108,2179,60568,159,74209,5208,94588,13,,1872,26214,972,66219,6159,36889,14394,101388
2019,Manhattan,10037,9581.0,9581.0,46263,67263,67263,4240.0,51536,72444,1732.0,77582,,5341.0,39002,62056,20462.0,32790,2083,53857,14573,31007,68,22144,571,39955,8,,2178,19008,981,40865,4292,21489,1218,75741
2019,Manhattan,10038,10461.0,10461.0,95702,145757,145757,4522.0,93156,155786,3161.0,133373,,5939.0,87391,135489,23311.0,68423,12375,94708,2174,27715,59,,6940,42771,0,,597,31493,1166,39579,2729,25105,11168,102005
2019,Manhattan,10039,11368.0,11368.0,42278,65382,65382,6102.0,44253,56667,1742.0,57045,,5266.0,37076,73530,27854.0,28162,3949,42743,17411,28823,123,,443,45303,10,,4329,13360,1589,21007,9060,17513,1767,63489
2019,Manhattan,10040,16410.0,16410.0,49677,68330,68330,9300.0,56530,77754,4893.0,78604,,7110.0,38963,53116,44800.0,27124,16490,37721,4414,29689,392,25078,1336,50252,0,,19036,16020,3132,25596,30795,18813,9955,48862
2019,Manhattan,10044,4774.0,4774.0,104808,136828,136828,2626.0,121453,162487,2207.0,141004,,2148.0,84148,104908,12440.0,54215,5341,61721,1567,45466,0,,4264,55217,0,,574,24544,694,34584,1603,27703,4673,66686
2019,Manhattan,10065,15255.0,15255.0,148441,262473,262473,6722.0,246005,381065,5675.0,250000+,,8533.0,101014,165105,29530.0,137455,24847,147084,690,42428,9,,3384,106432,0,,162,18732,438,25735,2296,117555,22782,148847
2019,Manhattan,10069,3230.0,3230.0,132500,254406,254406,1395.0,200150,314907,1079.0,250000+,,1835.0,86047,208413,6051.0,136628,3814,142322,228,33822,0,,1775,123998,0,,0,,234,239789,229,145689,3690,138712
2019,Manhattan,10075,11388.0,11388.0,138640,224911,224911,5070.0,177237,332623,4362.0,225054,,6318.0,87723,132156,22252.0,116999,18404,127204,705,52594,284,,1359,102712,0,,766,42138,734,59981,3471,43682,15865,140039
2019,Manhattan,10103,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10110,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10111,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10112,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10115,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10119,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10128,30069.0,30069.0,121829,201417,201417,14079.0,192940,296562,11467.0,235093,,15990.0,83430,116513,58636.0,104823,46471,110240,2090,43440,24,,5810,119208,0,,1852,52256,2389,59810,7571,51809,41400,117171
2019,Manhattan,10152,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10153,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10154,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10162,673.0,673.0,152336,231740,231740,437.0,250000+,300111,370.0,250000+,,236.0,103409,105137,1486.0,105029,1365,110241,0,,0,,72,,0,,0,,49,,184,,1181,124815
2019,Manhattan,10165,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10167,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10168,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10169,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10170,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10171,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10172,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10173,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10174,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10177,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10199,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10271,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10278,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2019,Manhattan,10279,18.0,18.0,,,,0.0,,,0.0,,,18.0,,,42.0,,42,,0,,0,,0,,0,,0,,0,,0,,42,
2019,Manhattan,10280,4558.0,4558.0,182760,251194,251194,2209.0,247627,342452,2004.0,249746,,2349.0,130953,165158,9496.0,121409,7136,118390,254,98171,93,37760,1570,106682,0,,8,,435,253563,1079,106346,6248,119624
2019,Manhattan,10282,2291.0,2291.0,250000+,333286,333286,1403.0,250000+,393450,1219.0,250000+,,888.0,151379,233641,5783.0,131971,4368,139145,57,,0,,1150,112699,0,,14,,194,,383,52887,3985,147435
2019,Queens,11001,9113.0,9113.0,113300,136001,136001,7199.0,134087,150075,6057.0,142264,,1914.0,58539,73763,28021.0,45074,18046,52626,1639,34922,107,,5998,32669,0,,1684,27261,547,24556,3515,39014,16324,52779
2019,,11003,12208.0,12208.0,104349,119845,119845,10191.0,107141,125000,6866.0,114671,137422,2017.0,47532,71501,44572.0,34058,9834,37400,21510,36804,73,10030,5981,27544,13,,4984,28783,2177,22442,8942,27912,7079,40616
2019,Queens,11004,5248.0,5248.0,95436,113381,113381,3443.0,110406,132563,2845.0,113705,,1805.0,70878,74068,15098.0,41075,6191,49759,928,43563,76,,6510,33746,51,,636,25292,706,44262,1783,30443,5060,53485
2019,Queens,11005,1315.0,1315.0,55313,95822,95822,379.0,139313,175828,341.0,142670,,936.0,41000,63426,1759.0,72138,1717,72132,0,,0,,42,,0,,0,,0,,26,66412,1691,72220
2019,Queens,11040,12958.0,12958.0,129344,155513,155513,10887.0,142316,169976,9321.0,152708,,2071.0,46010,67527,41592.0,49247,20678,53408,619,37651,186,51425,15783,49188,103,32515,3084,29132,1139,36426,5885,36032,17725,54565
2019,Queens,11101,13896.0,13896.0,75581,114059,114059,7040.0,82636,130222,4659.0,134679,,6856.0,66364,95568,31366.0,51645,13181,67961,4683,32412,252,15584,7741,52738,64,,3895,23059,1550,42467,7910,31383,10358,76335
2019,Queens,11102,12945.0,12945.0,71382,94247,94247,5980.0,75440,104390,4051.0,97004,,6965.0,68563,81854,29747.0,42533,17887,48516,2726,24354,23,,4746,44006,13,,3260,23665,1092,39627,8108,26597,13527,55513
