,zip_code,state,city,borough,date,mean_rent
156131,10024,NY,New York,MANHATTAN,2017-05-31,3068.266376085123
156145,11225,NY,New York,BROOKLYN,2017-05-31,2245.500358317237
156150,10033,NY,New York,MANHATTAN,2017-05-31,2235.161871705949
156258,10031,NY,New York,MANHATTAN,2017-05-31,2343.6262019810624
156303,11354,NY,New York,QUEENS,2017-05-31,2221.224612888251
156316,10003,NY,New York,MANHATTAN,2017-05-31,3345.658755899028
156498,10016,NY,New York,MANHATTAN,2017-05-31,3556.083574205856
156583,10011,NY,New York,MANHATTAN,2017-05-31,3702.295882883852
156624,10461,NY,New York,BRONX,2017-05-31,1529.789680887663
156677,11237,NY,New York,BROOKLYN,2017-05-31,2636.8103508697795
156692,10028,NY,New York,MANHATTAN,2017-05-31,2787.4095333166074
156801,11228,NY,New York,BROOKLYN,2017-05-31,1501.742009744889
156806,11205,NY,New York,BROOKLYN,2017-05-31,2525.287241946681
156850,10040,NY,New York,MANHATTAN,2017-05-31,1819.3625213414516
156944,11374,NY,New York,QUEENS,2017-05-31,2085.7202161368914
156947,10465,NY,New York,BRONX,2017-05-31,1964.267520784941
157009,10019,NY,New York,MANHATTAN,2017-05-31,3493.470128795336
157130,10034,NY,New York,MANHATTAN,2017-05-31,1890.875805068332
157209,10021,NY,New York,MANHATTAN,2017-05-31,2681.650041024815
157351,11217,NY,New York,BROOKLYN,2017-05-31,2983.0315373587287
157423,11101,NY,New York,QUEENS,2017-05-31,2915.9913782734147
157468,10026,NY,New York,MANHATTAN,2017-05-31,2693.595996687284
157594,11222,NY,New York,BROOKLYN,2017-05-31,2971.485861776845
157621,11231,NY,New York,BROOKLYN,2017-05-31,2878.6933641491432
157633,11106,NY,New York,QUEENS,2017-05-31,2201.0718427287425
157645,11249,NY,New York,BROOKLYN,2017-05-31,3709.2902932543902
157797,11105,NY,New York,QUEENS,2017-05-31,2310.8133680699166
157806,10010,NY,New York,MANHATTAN,2017-05-31,3682.2607412576494
157946,10035,NY,New York,MANHATTAN,2017-05-31,2358.1999643688528
158073,11103,NY,New York,QUEENS,2017-05-31,2063.318648510733
158221,10022,NY,New York,MANHATTAN,2017-05-31,3259.631332555989
158581,10014,NY,New York,MANHATTAN,2017-05-31,3587.9454736119555
158600,10030,NY,New York,MANHATTAN,2017-05-31,2182.1740414287256
158640,11102,NY,New York,QUEENS,2017-05-31,2401.790921006944
159025,10065,NY,New York,MANHATTAN,2017-05-31,3090.5703947085126
159146,10013,NY,New York,MANHATTAN,2017-05-31,4705.126949543663
159481,10036,NY,New York,MANHATTAN,2017-05-31,3239.744804459936
159483,10075,NY,New York,MANHATTAN,2017-05-31,2376.8949059122365
159511,10001,NY,New York,MANHATTAN,2017-05-31,3957.942378644972
159828,10038,NY,New York,MANHATTAN,2017-05-31,3640.773907123399
159919,10012,NY,New York,MANHATTAN,2017-05-31,3323.717128376184
160210,10037,NY,New York,MANHATTAN,2017-05-31,2040.391628893405
160856,10017,NY,New York,MANHATTAN,2017-05-31,3185.819076412145
161252,10018,NY,New York,MANHATTAN,2017-05-31,3762.8831913411727
161351,10007,NY,New York,MANHATTAN,2017-05-31,5638.740329931675
161458,10280,NY,New York,MANHATTAN,2017-05-31,3452.7544867083675
161532,10005,NY,New York,MANHATTAN,2017-05-31,3478.773434033349
161577,10282,NY,New York,MANHATTAN,2017-05-31,5860.077404588224
161603,10069,NY,New York,MANHATTAN,2017-05-31,4797.735794530819
161635,10004,NY,New York,MANHATTAN,2017-05-31,3812.534250582671
161649,10006,NY,New York,MANHATTAN,2017-05-31,3326.4951898799336
161671,11109,NY,New York,QUEENS,2017-05-31,3103.5403544617707
161680,11385,NY,New York,QUEENS,2017-06-30,2449.213112610276
161689,10467,NY,New York,BRONX,2017-06-30,1568.1603427392715
161690,11226,NY,New York,BROOKLYN,2017-06-30,2152.1718666100087
161705,11220,NY,New York,BROOKLYN,2017-06-30,1930.8470819025488
161709,11207,NY,New York,BROOKLYN,2017-06-30,2295.457767061597
161711,11214,NY,New York,BROOKLYN,2017-06-30,1709.8751260715735
161713,10025,NY,New York,MANHATTAN,2017-06-30,3178.333677692286
161716,10314,NY,New York,STATEN_ISLAND,2017-06-30,1475.7315047529964
161725,11221,NY,New York,BROOKLYN,2017-06-30,2489.4720106663467
161731,10458,NY,New York,BRONX,2017-06-30,1690.7040075890231
161739,11235,NY,New York,BROOKLYN,2017-06-30,1976.3872358328097
161740,11223,NY,New York,BROOKLYN,2017-06-30,1716.90477293755
161745,11206,NY,New York,BROOKLYN,2017-06-30,2915.602948081205
161756,11229,NY,New York,BROOKLYN,2017-06-30,1831.799008704374
161758,11355,NY,New York,QUEENS,2017-06-30,1718.419803461465
161767,11230,NY,New York,BROOKLYN,2017-06-30,2061.7843514837496
161770,11233,NY,New York,BROOKLYN,2017-06-30,2270.891516667688
161774,10457,NY,New York,BRONX,2017-06-30,1494.2408588240612
161784,10462,NY,New York,BRONX,2017-06-30,1571.7044881942545
161791,10029,NY,New York,MANHATTAN,2017-06-30,2474.883031464603
161794,11218,NY,New York,BROOKLYN,2017-06-30,2287.1031794538358
161810,10002,NY,New York,MANHATTAN,2017-06-30,3096.362913347584
161827,11375,NY,New York,QUEENS,2017-06-30,2066.098542862296
161848,10463,NY,New York,BRONX,2017-06-30,2210.180988459398
161865,11215,NY,New York,BROOKLYN,2017-06-30,2747.872284748242
161904,11213,NY,New York,BROOKLYN,2017-06-30,2152.9300845068665
161910,11210,NY,New York,BROOKLYN,2017-06-30,2140.790221406238
161916,11209,NY,New York,BROOKLYN,2017-06-30,1824.179740859743
161918,10027,NY,New York,MANHATTAN,2017-06-30,2587.048242874779
161943,11211,NY,New York,BROOKLYN,2017-06-30,3216.053701744093
161965,11201,NY,New York,BROOKLYN,2017-06-30,3313.856317189335
161966,10032,NY,New York,MANHATTAN,2017-06-30,2234.338724083354
161969,10023,NY,New York,MANHATTAN,2017-06-30,3474.2236110114504
162088,10128,NY,New York,MANHATTAN,2017-06-30,2694.28793744666
162098,11238,NY,New York,BROOKLYN,2017-06-30,3079.366074328505
162110,11216,NY,New York,BROOKLYN,2017-06-30,2483.1964763974825
162114,10009,NY,New York,MANHATTAN,2017-06-30,3249.209419345502
162118,11435,NY,New York,QUEENS,2017-06-30,1624.4911274252004
162119,10024,NY,New York,MANHATTAN,2017-06-30,3062.6698156814487
162133,11225,NY,New York,BROOKLYN,2017-06-30,2272.160981054637
162138,10033,NY,New York,MANHATTAN,2017-06-30,2280.309253513139
162246,10031,NY,New York,MANHATTAN,2017-06-30,2376.8879702752142
162291,11354,NY,New York,QUEENS,2017-06-30,2217.6065719404905
162304,10003,NY,New York,MANHATTAN,2017-06-30,3361.0479164367
162486,10016,NY,New York,MANHATTAN,2017-06-30,3552.2243253973384
162571,10011,NY,New York,MANHATTAN,2017-06-30,3701.848349498274
162612,10461,NY,New York,BRONX,2017-06-30,1514.1376162951262
162665,11237,NY,New York,BROOKLYN,2017-06-30,2634.077045774742
162680,10028,NY,New York,MANHATTAN,2017-06-30,2788.387039857119
162789,11228,NY,New York,BROOKLYN,2017-06-30,1505.7286461429774
162794,11205,NY,New York,BROOKLYN,2017-06-30,2544.5679110758524
162838,10040,NY,New York,MANHATTAN,2017-06-30,1830.5981862401616
162932,11374,NY,New York,QUEENS,2017-06-30,2080.527676518979
162935,10465,NY,New York,BRONX,2017-06-30,1926.0169341966969
162997,10019,NY,New York,MANHATTAN,2017-06-30,3514.173813840375
163118,10034,NY,New York,MANHATTAN,2017-06-30,1906.4895047295945
163197,10021,NY,New York,MANHATTAN,2017-06-30,2708.8862543163928
163339,11217,NY,New York,BROOKLYN,2017-06-30,3001.2898568831342
163411,11101,NY,New York,QUEENS,2017-06-30,2916.7814936118807
163456,10026,NY,New York,MANHATTAN,2017-06-30,2726.507892709053
163582,11222,NY,New York,BROOKLYN,2017-06-30,2942.494427906622
163609,11231,NY,New York,BROOKLYN,2017-06-30,2924.11589678854
163621,11106,NY,New York,QUEENS,2017-06-30,2213.145116289185
163633,11249,NY,New York,BROOKLYN,2017-06-30,3658.5957746791823
163785,11105,NY,New York,QUEENS,2017-06-30,2344.250314044067
163794,10010,NY,New York,MANHATTAN,2017-06-30,3683.579765268157
163934,10035,NY,New York,MANHATTAN,2017-06-30,2363.4055109335472
164061,11103,NY,New York,QUEENS,2017-06-30,2085.710585906108
164209,10022,NY,New York,MANHATTAN,2017-06-30,3274.385773080009
164569,10014,NY,New York,MANHATTAN,2017-06-30,3612.2176865932656
164588,10030,NY,New York,MANHATTAN,2017-06-30,2177.831007888776
164628,11102,NY,New York,QUEENS,2017-06-30,2433.9718104986773
165013,10065,NY,New York,MANHATTAN,2017-06-30,3108.736931776421
165134,10013,NY,New York,MANHATTAN,2017-06-30,4689.892873406026
165469,10036,NY,New York,MANHATTAN,2017-06-30,3272.574441345413
165471,10075,NY,New York,MANHATTAN,2017-06-30,2369.7079110598843
165499,10001,NY,New York,MANHATTAN,2017-06-30,3994.342979130293
165816,10038,NY,New York,MANHATTAN,2017-06-30,3722.8330889710414
165907,10012,NY,New York,MANHATTAN,2017-06-30,3328.2086820018058
166198,10037,NY,New York,MANHATTAN,2017-06-30,2087.651384585026
166844,10017,NY,New York,MANHATTAN,2017-06-30,3213.5747764734083
167240,10018,NY,New York,MANHATTAN,2017-06-30,3733.5216568510823
167339,10007,NY,New York,MANHATTAN,2017-06-30,5668.387063587906
167446,10280,NY,New York,MANHATTAN,2017-06-30,3459.582078707416
167520,10005,NY,New York,MANHATTAN,2017-06-30,3518.74549829778
167565,10282,NY,New York,MANHATTAN,2017-06-30,5806.468074711908
167591,10069,NY,New York,MANHATTAN,2017-06-30,4787.8361769977455
167623,10004,NY,New York,MANHATTAN,2017-06-30,3800.513272727969
167637,10006,NY,New York,MANHATTAN,2017-06-30,3287.903529186547
167659,11109,NY,New York,QUEENS,2017-06-30,3123.637380731277
167668,11385,NY,New York,QUEENS,2017-07-31,2482.474651574691
167677,10467,NY,New York,BRONX,2017-07-31,1580.5595509225416
167678,11226,NY,New York,BROOKLYN,2017-07-31,2147.240486602944
167693,11220,NY,New York,BROOKLYN,2017-07-31,2012.8816285710277
167697,11207,NY,New York,BROOKLYN,2017-07-31,2273.489489384644
167699,11214,NY,New York,BROOKLYN,2017-07-31,1744.4705089440538
167701,10025,NY,New York,MANHATTAN,2017-07-31,3182.7048456195107
167704,10314,NY,New York,STATEN_ISLAND,2017-07-31,1572.0972824147188
167713,11221,NY,New York,BROOKLYN,2017-07-31,2462.921123904625
167719,10458,NY,New York,BRONX,2017-07-31,1704.7150517514954
167727,11235,NY,New York,BROOKLYN,2017-07-31,1964.4987068631597
167728,11223,NY,New York,BROOKLYN,2017-07-31,1692.1331073522958
167733,11206,NY,New York,BROOKLYN,2017-07-31,2921.5630648346746
167744,11229,NY,New York,BROOKLYN,2017-07-31,1797.5585297398284
167746,11355,NY,New York,QUEENS,2017-07-31,1786.5229511358937
167755,11230,NY,New York,BROOKLYN,2017-07-31,2035.5757593738344
167758,11233,NY,New York,BROOKLYN,2017-07-31,2308.5781823835714
167762,10457,NY,New York,BRONX,2017-07-31,1523.487160621855
167772,10462,NY,New York,BRONX,2017-07-31,1546.481737458862
167779,10029,NY,New York,MANHATTAN,2017-07-31,2489.4364178633223
167782,11218,NY,New York,BROOKLYN,2017-07-31,2224.6364035347583
167798,10002,NY,New York,MANHATTAN,2017-07-31,3104.5889525275925
167815,11375,NY,New York,QUEENS,2017-07-31,2073.185305779401
167836,10463,NY,New York,BRONX,2017-07-31,2247.467524300076
167853,11215,NY,New York,BROOKLYN,2017-07-31,2737.731212151184
167892,11213,NY,New York,BROOKLYN,2017-07-31,2177.499049245901
167898,11210,NY,New York,BROOKLYN,2017-07-31,2134.4862766968504
167904,11209,NY,New York,BROOKLYN,2017-07-31,1847.211218406056
167906,10027,NY,New York,MANHATTAN,2017-07-31,2588.5998178224154
167931,11211,NY,New York,BROOKLYN,2017-07-31,3233.2203157031204
167953,11201,NY,New York,BROOKLYN,2017-07-31,3320.08716744302
167954,10032,NY,New York,MANHATTAN,2017-07-31,2225.904929605695
167957,10023,NY,New York,MANHATTAN,2017-07-31,3467.6814292447184
168076,10128,NY,New York,MANHATTAN,2017-07-31,2710.944572718729
168086,11238,NY,New York,BROOKLYN,2017-07-31,3077.1952784413547
168098,11216,NY,New York,BROOKLYN,2017-07-31,2455.5782067929044
168102,10009,NY,New York,MANHATTAN,2017-07-31,3256.2255045368343
168106,11435,NY,New York,QUEENS,2017-07-31,1618.4090413182664
168107,10024,NY,New York,MANHATTAN,2017-07-31,3072.2882662778698
168121,11225,NY,New York,BROOKLYN,2017-07-31,2270.547020146786
168126,10033,NY,New York,MANHATTAN,2017-07-31,2286.4641079788107
168234,10031,NY,New York,MANHATTAN,2017-07-31,2410.122308415301
168279,11354,NY,New York,QUEENS,2017-07-31,2190.4973938652493
168292,10003,NY,New York,MANHATTAN,2017-07-31,3351.332575164191
168474,10016,NY,New York,MANHATTAN,2017-07-31,3555.455759144943
168559,10011,NY,New York,MANHATTAN,2017-07-31,3705.8126118613823
168600,10461,NY,New York,BRONX,2017-07-31,1511.167524016373
168653,11237,NY,New York,BROOKLYN,2017-07-31,2625.842740402337
168668,10028,NY,New York,MANHATTAN,2017-07-31,2781.5400437841254
168777,11228,NY,New York,BROOKLYN,2017-07-31,1468.949373452949
168782,11205,NY,New York,BROOKLYN,2017-07-31,2573.413804783409
168826,10040,NY,New York,MANHATTAN,2017-07-31,1849.5913304919504
168920,11374,NY,New York,QUEENS,2017-07-31,2094.878873564755
168923,10465,NY,New York,BRONX,2017-07-31,1869.726304238268
168985,10019,NY,New York,MANHATTAN,2017-07-31,3527.275692602377
169106,10034,NY,New York,MANHATTAN,2017-07-31,1897.314341531821
169185,10021,NY,New York,MANHATTAN,2017-07-31,2726.636739789427
169327,11217,NY,New York,BROOKLYN,2017-07-31,3009.526869299596
169399,11101,NY,New York,QUEENS,2017-07-31,2936.636105135708
169444,10026,NY,New York,MANHATTAN,2017-07-31,2734.208401576939
169570,11222,NY,New York,BROOKLYN,2017-07-31,2933.604098632667
169597,11231,NY,New York,BROOKLYN,2017-07-31,2913.7218617971585
169609,11106,NY,New York,QUEENS,2017-07-31,2201.4572498961697
169621,11249,NY,New York,BROOKLYN,2017-07-31,3629.704714750585
169773,11105,NY,New York,QUEENS,2017-07-31,2337.8342803919845
169782,10010,NY,New York,MANHATTAN,2017-07-31,3684.401041666342
169922,10035,NY,New York,MANHATTAN,2017-07-31,2388.9053267113004
170049,11103,NY,New York,QUEENS,2017-07-31,2090.859760017973
170197,10022,NY,New York,MANHATTAN,2017-07-31,3309.09913639406
170557,10014,NY,New York,MANHATTAN,2017-07-31,3633.2011520678407
170576,10030,NY,New York,MANHATTAN,2017-07-31,2127.8814545646765
170616,11102,NY,New York,QUEENS,2017-07-31,2426.5642194500656
171001,10065,NY,New York,MANHATTAN,2017-07-31,3077.9737976107067
171122,10013,NY,New York,MANHATTAN,2017-07-31,4747.419787206138
171457,10036,NY,New York,MANHATTAN,2017-07-31,3314.7744089031817
171459,10075,NY,New York,MANHATTAN,2017-07-31,2365.210626137381
171487,10001,NY,New York,MANHATTAN,2017-07-31,3991.8760810896897
171804,10038,NY,New York,MANHATTAN,2017-07-31,3792.310701286302
171895,10012,NY,New York,MANHATTAN,2017-07-31,3320.4760917960275
172186,10037,NY,New York,MANHATTAN,2017-07-31,2111.713782772343
172832,10017,NY,New York,MANHATTAN,2017-07-31,3190.453258298094
173228,10018,NY,New York,MANHATTAN,2017-07-31,3727.796194798129
173327,10007,NY,New York,MANHATTAN,2017-07-31,5571.6758330721605
173434,10280,NY,New York,MANHATTAN,2017-07-31,3484.027745651924
173508,10005,NY,New York,MANHATTAN,2017-07-31,3589.7427294334943
173553,10282,NY,New York,MANHATTAN,2017-07-31,5831.517277429716
173579,10069,NY,New York,MANHATTAN,2017-07-31,4763.63334845771
173611,10004,NY,New York,MANHATTAN,2017-07-31,3830.908729550856
173625,10006,NY,New York,MANHATTAN,2017-07-31,3305.2997988898064
173647,11109,NY,New York,QUEENS,2017-07-31,3121.5647993679777
173656,11385,NY,New York,QUEENS,2017-08-31,2488.931987904813
173665,10467,NY,New York,BRONX,2017-08-31,1556.880444210571
173666,11226,NY,New York,BROOKLYN,2017-08-31,2155.2052139694747
173681,11220,NY,New York,BROOKLYN,2017-08-31,2006.323335417168
173685,11207,NY,New York,BROOKLYN,2017-08-31,2301.3328955312336
173687,11214,NY,New York,BROOKLYN,2017-08-31,1750.2768753042012
173689,10025,NY,New York,MANHATTAN,2017-08-31,3173.0604944358683
173692,10314,NY,New York,STATEN_ISLAND,2017-08-31,1515.9034844442008
173701,11221,NY,New York,BROOKLYN,2017-08-31,2474.7949503510285
173707,10458,NY,New York,BRONX,2017-08-31,1679.93500523601
173715,11235,NY,New York,BROOKLYN,2017-08-31,1964.7150484282204
173716,11223,NY,New York,BROOKLYN,2017-08-31,1673.9477639232412
173721,11206,NY,New York,BROOKLYN,2017-08-31,2929.639247837171
173732,11229,NY,New York,BROOKLYN,2017-08-31,1793.9095356041955
173734,11355,NY,New York,QUEENS,2017-08-31,1794.1727780807878
173743,11230,NY,New York,BROOKLYN,2017-08-31,2016.691214454737
173746,11233,NY,New York,BROOKLYN,2017-08-31,2299.145707942372
173750,10457,NY,New York,BRONX,2017-08-31,1471.134869580381
173760,10462,NY,New York,BRONX,2017-08-31,1545.0689216759629
173767,10029,NY,New York,MANHATTAN,2017-08-31,2505.662519584136
173770,11218,NY,New York,BROOKLYN,2017-08-31,2243.1600344451585
173786,10002,NY,New York,MANHATTAN,2017-08-31,3106.764557064115
173803,11375,NY,New York,QUEENS,2017-08-31,2080.663957836145
173824,10463,NY,New York,BRONX,2017-08-31,2260.546054546206
173841,11215,NY,New York,BROOKLYN,2017-08-31,2714.637316127306
173880,11213,NY,New York,BROOKLYN,2017-08-31,2211.238106349328
173886,11210,NY,New York,BROOKLYN,2017-08-31,2184.035331759569
173892,11209,NY,New York,BROOKLYN,2017-08-31,1869.4247834759235
173894,10027,NY,New York,MANHATTAN,2017-08-31,2586.325755641239
173919,11211,NY,New York,BROOKLYN,2017-08-31,3241.0182038718654
173941,11201,NY,New York,BROOKLYN,2017-08-31,3335.7542795903764
173942,10032,NY,New York,MANHATTAN,2017-08-31,2223.277156005676
173945,10023,NY,New York,MANHATTAN,2017-08-31,3459.070759511322
174064,10128,NY,New York,MANHATTAN,2017-08-31,2734.7576324156744
174074,11238,NY,New York,BROOKLYN,2017-08-31,3067.030579571313
174086,11216,NY,New York,BROOKLYN,2017-08-31,2434.8075180083856
174090,10009,NY,New York,MANHATTAN,2017-08-31,3250.798015127492
174094,11435,NY,New York,QUEENS,2017-08-31,1675.5047790638105
174095,10024,NY,New York,MANHATTAN,2017-08-31,3074.975986029774
174109,11225,NY,New York,BROOKLYN,2017-08-31,2274.32666588168
174114,10033,NY,New York,MANHATTAN,2017-08-31,2278.916768558893
174222,10031,NY,New York,MANHATTAN,2017-08-31,2405.0440899558503
174267,11354,NY,New York,QUEENS,2017-08-31,2178.818552774851
174280,10003,NY,New York,MANHATTAN,2017-08-31,3354.6894025778693
174462,10016,NY,New York,MANHATTAN,2017-08-31,3563.2694461053197
174547,10011,NY,New York,MANHATTAN,2017-08-31,3715.764369243011
174588,10461,NY,New York,BRONX,2017-08-31,1518.3585279917645
174641,11237,NY,New York,BROOKLYN,2017-08-31,2576.598924799654
174656,10028,NY,New York,MANHATTAN,2017-08-31,2782.7397216477425
174765,11228,NY,New York,BROOKLYN,2017-08-31,1500.5345915485843
174770,11205,NY,New York,BROOKLYN,2017-08-31,2628.9127544273133
174814,10040,NY,New York,MANHATTAN,2017-08-31,1852.6745392602093
174908,11374,NY,New York,QUEENS,2017-08-31,2091.447986076432
174911,10465,NY,New York,BRONX,2017-08-31,1775.5388910176418
174973,10019,NY,New York,MANHATTAN,2017-08-31,3534.3052898532637
175094,10034,NY,New York,MANHATTAN,2017-08-31,1895.9536158694336
175173,10021,NY,New York,MANHATTAN,2017-08-31,2725.725089895036
175315,11217,NY,New York,BROOKLYN,2017-08-31,3014.9743627574703
175387,11101,NY,New York,QUEENS,2017-08-31,2920.1887884656776
175432,10026,NY,New York,MANHATTAN,2017-08-31,2734.8357537734564
175558,11222,NY,New York,BROOKLYN,2017-08-31,2896.9895398727767
175585,11231,NY,New York,BROOKLYN,2017-08-31,2921.0093238029003
175597,11106,NY,New York,QUEENS,2017-08-31,2172.3822756184595
175609,11249,NY,New York,BROOKLYN,2017-08-31,3543.099611491282
175761,11105,NY,New York,QUEENS,2017-08-31,2390.2873830590224
175770,10010,NY,New York,MANHATTAN,2017-08-31,3709.1505977583647
175910,10035,NY,New York,MANHATTAN,2017-08-31,2405.9262713103544
176037,11103,NY,New York,QUEENS,2017-08-31,2073.020540287513
176185,10022,NY,New York,MANHATTAN,2017-08-31,3285.433056715726
176545,10014,NY,New York,MANHATTAN,2017-08-31,3635.602300379968
176564,10030,NY,New York,MANHATTAN,2017-08-31,2108.1010247421223
176604,11102,NY,New York,QUEENS,2017-08-31,2431.030509422116
176989,10065,NY,New York,MANHATTAN,2017-08-31,3071.487328419448
177110,10013,NY,New York,MANHATTAN,2017-08-31,4746.255912961941
177445,10036,NY,New York,MANHATTAN,2017-08-31,3317.757529049637
177447,10075,NY,New York,MANHATTAN,2017-08-31,2367.888391985601
177475,10001,NY,New York,MANHATTAN,2017-08-31,3997.099793119077
177792,10038,NY,New York,MANHATTAN,2017-08-31,3794.83698597752
177883,10012,NY,New York,MANHATTAN,2017-08-31,3301.016924923005
178174,10037,NY,New York,MANHATTAN,2017-08-31,2124.575174362906
178820,10017,NY,New York,MANHATTAN,2017-08-31,3171.5245446924746
179216,10018,NY,New York,MANHATTAN,2017-08-31,3734.1343599166535
179315,10007,NY,New York,MANHATTAN,2017-08-31,5584.602088814574
179422,10280,NY,New York,MANHATTAN,2017-08-31,3496.5668898040226
179496,10005,NY,New York,MANHATTAN,2017-08-31,3606.355215025173
179541,10282,NY,New York,MANHATTAN,2017-08-31,5821.277110602753
179567,10069,NY,New York,MANHATTAN,2017-08-31,4774.186312494881
179599,10004,NY,New York,MANHATTAN,2017-08-31,3826.384219399636
179613,10006,NY,New York,MANHATTAN,2017-08-31,3333.0073766414966
179635,11109,NY,New York,QUEENS,2017-08-31,3117.9656911376437
179644,11385,NY,New York,QUEENS,2017-09-30,2516.624477939111
179653,10467,NY,New York,BRONX,2017-09-30,1525.0406942332495
179654,11226,NY,New York,BROOKLYN,2017-09-30,2163.2926842276
179669,11220,NY,New York,BROOKLYN,2017-09-30,2004.1638920433008
179673,11207,NY,New York,BROOKLYN,2017-09-30,2329.2231790482538
179675,11214,NY,New York,BROOKLYN,2017-09-30,1782.6681188727785
179677,10025,NY,New York,MANHATTAN,2017-09-30,3165.0797638115187
179680,10314,NY,New York,STATEN_ISLAND,2017-09-30,1575.7521449280068
179689,11221,NY,New York,BROOKLYN,2017-09-30,2474.4912284569346
179695,10458,NY,New York,BRONX,2017-09-30,1677.6733407030165
179703,11235,NY,New York,BROOKLYN,2017-09-30,1943.5995243845248
179704,11223,NY,New York,BROOKLYN,2017-09-30,1719.6095852904705
179709,11206,NY,New York,BROOKLYN,2017-09-30,2905.2939565137253
179720,11229,NY,New York,BROOKLYN,2017-09-30,1847.8846951038483
179722,11355,NY,New York,QUEENS,2017-09-30,1763.0273005178103
179731,11230,NY,New York,BROOKLYN,2017-09-30,2001.2919329952465
179734,11233,NY,New York,BROOKLYN,2017-09-30,2303.474962403937
179738,10457,NY,New York,BRONX,2017-09-30,1494.2496105302832
179748,10462,NY,New York,BRONX,2017-09-30,1564.8839780190322
179755,10029,NY,New York,MANHATTAN,2017-09-30,2489.415057521878
179758,11218,NY,New York,BROOKLYN,2017-09-30,2235.6437294913258
179774,10002,NY,New York,MANHATTAN,2017-09-30,3096.6704129838868
179791,11375,NY,New York,QUEENS,2017-09-30,2080.089369987699
179812,10463,NY,New York,BRONX,2017-09-30,2262.3958212871835
179829,11215,NY,New York,BROOKLYN,2017-09-30,2718.344024938093
179868,11213,NY,New York,BROOKLYN,2017-09-30,2261.411193707635
179874,11210,NY,New York,BROOKLYN,2017-09-30,2229.127422244803
179880,11209,NY,New York,BROOKLYN,2017-09-30,1887.7341154626777
179882,10027,NY,New York,MANHATTAN,2017-09-30,2565.685663759099
179907,11211,NY,New York,BROOKLYN,2017-09-30,3260.241345506968
179929,11201,NY,New York,BROOKLYN,2017-09-30,3347.761338118258
179930,10032,NY,New York,MANHATTAN,2017-09-30,2219.1098868783174
179933,10023,NY,New York,MANHATTAN,2017-09-30,3451.313185212973
180052,10128,NY,New York,MANHATTAN,2017-09-30,2729.9199579446386
180062,11238,NY,New York,BROOKLYN,2017-09-30,3061.334012974224
180074,11216,NY,New York,BROOKLYN,2017-09-30,2440.9166110414158
180078,10009,NY,New York,MANHATTAN,2017-09-30,3252.286746492642
180082,11435,NY,New York,QUEENS,2017-09-30,1701.1753687624785
180083,10024,NY,New York,MANHATTAN,2017-09-30,3071.2263554559863
180097,11225,NY,New York,BROOKLYN,2017-09-30,2268.420692890446
180102,10033,NY,New York,MANHATTAN,2017-09-30,2268.436586876744
180210,10031,NY,New York,MANHATTAN,2017-09-30,2385.837208537682
180255,11354,NY,New York,QUEENS,2017-09-30,2192.834354317821
180268,10003,NY,New York,MANHATTAN,2017-09-30,3353.6085853924005
180450,10016,NY,New York,MANHATTAN,2017-09-30,3566.068993686136
180535,10011,NY,New York,MANHATTAN,2017-09-30,3707.701862529912
180576,10461,NY,New York,BRONX,2017-09-30,1535.1445586123752
180629,11237,NY,New York,BROOKLYN,2017-09-30,2560.6229203151106
180644,10028,NY,New York,MANHATTAN,2017-09-30,2799.885295691601
180753,11228,NY,New York,BROOKLYN,2017-09-30,1485.7941449234538
180758,11205,NY,New York,BROOKLYN,2017-09-30,2623.6150460247086
180802,10040,NY,New York,MANHATTAN,2017-09-30,1870.73022205271
180896,11374,NY,New York,QUEENS,2017-09-30,2068.3661426127837
180899,10465,NY,New York,BRONX,2017-09-30,1840.0166370038132
180961,10019,NY,New York,MANHATTAN,2017-09-30,3530.5007118437534
181082,10034,NY,New York,MANHATTAN,2017-09-30,1882.1967370729976
181161,10021,NY,New York,MANHATTAN,2017-09-30,2706.372020748978
181303,11217,NY,New York,BROOKLYN,2017-09-30,3008.2094378171937
181375,11101,NY,New York,QUEENS,2017-09-30,2914.8102868859696
181420,10026,NY,New York,MANHATTAN,2017-09-30,2739.075387849271
181546,11222,NY,New York,BROOKLYN,2017-09-30,2916.162435742866
181573,11231,NY,New York,BROOKLYN,2017-09-30,2945.668233894409
181585,11106,NY,New York,QUEENS,2017-09-30,2166.711492354465
181597,11249,NY,New York,BROOKLYN,2017-09-30,3611.471440874577
181749,11105,NY,New York,QUEENS,2017-09-30,2367.356549337028
181758,10010,NY,New York,MANHATTAN,2017-09-30,3711.374006180683
181898,10035,NY,New York,MANHATTAN,2017-09-30,2394.124659018491
182025,11103,NY,New York,QUEENS,2017-09-30,2063.4775444179863
182173,10022,NY,New York,MANHATTAN,2017-09-30,3268.30937589271
182533,10014,NY,New York,MANHATTAN,2017-09-30,3630.43770413604
182552,10030,NY,New York,MANHATTAN,2017-09-30,2125.309056634173
182592,11102,NY,New York,QUEENS,2017-09-30,2413.013891997989
182977,10065,NY,New York,MANHATTAN,2017-09-30,3075.656619953465
183098,10013,NY,New York,MANHATTAN,2017-09-30,4748.126346520247
183433,10036,NY,New York,MANHATTAN,2017-09-30,3288.974875273879
183435,10075,NY,New York,MANHATTAN,2017-09-30,2381.6023365012493
183463,10001,NY,New York,MANHATTAN,2017-09-30,3966.5893908309713
